season,seasons_used,player,pWAR,rate,balls_eq,wb_ipl,wb_t20,bf,bb,source,rate_shrunk
2022,"2019,2020,2021",Devdutt Padikkal,0.7718982678098193,0.2298195823031541,1759.1,1742.0,114.0,1742.0,0.0,IPL+T20I,0.2122720236477003
2022,"2019,2020,2021",Devon Conway,0.6480789952988802,0.2179208514094386,177.15,0.0,1181.0,,,T20I only,0.17822172370719205
2022,"2019,2020,2021",Dhananjaya de Silva,0.5414523215116824,-0.0111591433942824,84.3,0.0,562.0,,,T20I only,0.14889938841571268
2022,"2019,2020,2021",Dhawal Kulkarni,0.38536010062875165,-0.027586361135519,326.0,326.0,0.0,7.0,319.0,IPL only,0.1059740276729067
2022,"2019,2020,2021",Dinesh Chandimal,0.5911609950048551,0.1015900260094452,64.35,0.0,429.0,,,T20I only,0.16256927362633514
2022,"2019,2020,2021",Dinesh Karthik,0.5455267376374061,0.136715195053615,955.2,951.0,28.0,951.0,0.0,IPL+T20I,0.15001985285028668
2022,"2019,2020,2021",Donald Tiripano,0.5059700215966723,-0.2640978663867497,50.4,0.0,336.0,,,T20I only,0.13914175593908487
2022,"2019,2020,2021",Dushmantha Chameera,0.5159911740870069,0.0421999841973272,184.5,0.0,1230.0,,,T20I only,0.1418975728739269
2022,"2019,2020,2021",Dwaine Pretorius,0.6052621511963678,0.1578596438169803,140.85,0.0,939.0,,,T20I only,0.16644709157900117
2022,"2019,2020,2021",Dwayne Bravo,0.7912265890201967,0.2409666842228106,1479.45,1239.0,1603.0,132.0,1107.0,IPL+T20I,0.21758731198055412
2022,"2019,2020,2021",Eoin Morgan,0.4464228222133117,0.0951189656393914,1149.7,1021.0,858.0,1021.0,0.0,IPL+T20I,0.12276627610866073
2022,"2019,2020,2021",Evin Lewis,1.0169749221282691,0.4319067974058345,512.65,331.0,1211.0,331.0,0.0,IPL+T20I,0.279668103585274
2022,"2019,2020,2021",Fabian Allen,0.21466356246212148,-0.1274676310238151,409.65,234.0,1171.0,36.0,198.0,IPL+T20I,0.05903247967708341
2022,"2019,2020,2021",Faf du Plessis,0.9658993937110807,0.294253236593444,2382.5,2333.0,330.0,2333.0,0.0,IPL+T20I,0.2656223332705472
2022,"2019,2020,2021",Faheem Ashraf,0.5449363989929197,0.0464939521539722,124.05,0.0,827.0,,,T20I only,0.1498575097230529
2022,"2019,2020,2021",Fakhar Zaman,0.5505781643030083,0.0589250748188485,126.9,0.0,846.0,,,T20I only,0.1514089951833273
2022,"2019,2020,2021",Fidel Edwards,0.5499123100504071,-0.1292560636221451,42.3,0.0,282.0,,,T20I only,0.15122588526386196
2022,"2019,2020,2021",Finn Allen,0.6776330399304764,0.5311147787731639,36.9,0.0,246.0,,,T20I only,0.186349085980881
2022,"2019,2020,2021",Gareth Delany,0.6175750396026398,0.1799216973937829,115.05,0.0,767.0,,,T20I only,0.16983313589072596
2022,"2019,2020,2021",George Dockrell,0.5316085386775704,-0.0480988441256523,79.2,0.0,528.0,,,T20I only,0.14619234813633186
2022,"2019,2020,2021",George Garton,0.40079936665300053,-0.0306434659825042,288.0,288.0,0.0,12.0,276.0,IPL only,0.11021982582957515
2022,"2019,2020,2021",George Linde,0.6621064814533761,0.2456313004029004,153.15,0.0,1021.0,,,T20I only,0.18207928239967844
2022,"2019,2020,2021",Glenn Maxwell,0.8001246964035669,0.2383360298195794,1983.5,1820.0,1090.0,1280.0,540.0,IPL+T20I,0.2200342915109809
2022,"2019,2020,2021",Glenn Phillips,0.5037883256272615,0.0630980599990931,274.95,135.0,933.0,99.0,36.0,IPL+T20I,0.1385417895474969
2022,"2019,2020,2021",Gulbadin Naib,0.5159836696599485,-0.0864800304219299,80.55,0.0,537.0,,,T20I only,0.14189550915648583
2022,"2019,2020,2021",Gurkeerat Singh Mann,0.3824969636213239,-0.0865169898975125,230.0,230.0,0.0,230.0,0.0,IPL only,0.10518666499586408
2022,"2019,2020,2021",Haider Ali,0.5775304138184649,0.0639237411547598,69.0,0.0,460.0,,,T20I only,0.15882086380007787
2022,"2019,2020,2021",Hamish Bennett,0.5924759866796636,0.1162276051569302,78.6,0.0,524.0,,,T20I only,0.1629308963369075
2022,"2019,2020,2021",Harbhajan Singh,0.5590834334685918,0.1289956275865159,408.0,408.0,0.0,15.0,393.0,IPL only,0.15374794420386276
2022,"2019,2020,2021",Hardik Pandya,0.7617374713966061,0.232290726969069,1267.35,1116.0,1009.0,860.0,256.0,IPL+T20I,0.20947780463406668
2022,"2019,2020,2021",Hardus Viljoen,0.532070773722489,0.0408099304909099,145.0,145.0,0.0,7.0,138.0,IPL only,0.1463194627736845
2022,"2019,2020,2021",Haris Rauf,0.509683487139786,0.0220754260024495,166.04999999999998,0.0,1107.0,,,T20I only,0.14016295896344114
2022,"2019,2020,2021",Harpreet Brar,0.7665862783185069,0.2548309204221485,678.0,678.0,0.0,186.0,492.0,IPL only,0.21081122653758938
2022,"2019,2020,2021",Harry Gurney,0.6366803658070138,0.2038874833068616,168.0,168.0,0.0,5.0,163.0,IPL only,0.1750871005969288
2022,"2019,2020,2021",Harry Tector,0.6046947139959901,0.1505350884235287,83.7,0.0,558.0,,,T20I only,0.16629104634889727
2022,"2019,2020,2021",Harshal Patel,0.61866266215427,0.1710744991777857,1454.0,1454.0,0.0,188.0,1266.0,IPL only,0.17013223209242426
2022,"2019,2020,2021",Hasan Ali,0.5048114125306727,-0.0025343380619905,145.35,0.0,969.0,,,T20I only,0.138823138445935
2022,"2019,2020,2021",Hayden Walsh,0.5461048132946957,0.0385003700802209,112.8,0.0,752.0,,,T20I only,0.15017882365604132
2022,"2019,2020,2021",Hazratullah Zazai,0.6032724810639606,0.146490383020571,82.05,0.0,547.0,,,T20I only,0.16589993229258915
2022,"2019,2020,2021",Heinrich Klaasen,0.5809590970124142,0.0998057074045673,98.2,10.0,588.0,10.0,0.0,IPL+T20I,0.1597637516784139
2022,"2019,2020,2021",Henry Nicholls,0.5920462140536189,0.0658202045427863,38.7,0.0,258.0,,,T20I only,0.16281270886474522
2022,"2019,2020,2021",Iftikhar Ahmed,0.5504864688281865,-0.0797639275256518,50.85,0.0,339.0,,,T20I only,0.1513837789277513
2022,"2019,2020,2021",Imad Wasim,0.6138816661912613,0.1714729918266673,169.35,0.0,1129.0,,,T20I only,0.16881745820259686
2022,"2019,2020,2021",Imran Tahir,0.8976895028308427,0.3366124310745807,613.75,610.0,25.0,20.0,590.0,IPL+T20I,0.24686461327848172
2022,"2019,2020,2021",Ish Sodhi,0.4609086477216191,0.0180225011599291,266.7,54.0,1418.0,11.0,43.0,IPL+T20I,0.12674987812344526
2022,"2019,2020,2021",Ishan Kishan,1.1922822013669272,0.4091009988735997,1376.35,1348.0,189.0,1348.0,0.0,IPL+T20I,0.327877605375905
2022,"2019,2020,2021",Ishan Porel,0.47392268138507865,-0.2376211231184621,72.0,72.0,0.0,0.0,72.0,IPL only,0.13032873738089662
2022,"2019,2020,2021",Ishant Sharma,0.6476135147057498,0.1911692258816996,531.0,531.0,0.0,3.0,528.0,IPL only,0.1780937165440812
2022,"2019,2020,2021",Isuru Udana,0.16763943479515223,-0.1332316106769043,476.5,370.0,710.0,22.0,348.0,IPL+T20I,0.04610084456866686
2022,"2019,2020,2021",JJ Smit,0.562524472907765,-0.0502253158317262,46.05,0.0,307.0,,,T20I only,0.15469423004963537
2022,"2019,2020,2021",JJ Smuts,0.549660121880792,-0.1345253048647723,41.7,0.0,278.0,,,T20I only,0.1511565335172178
2022,"2019,2020,2021",Jacob Duffy,0.6244871860599266,0.2455495967280917,33.75,0.0,225.0,,,T20I only,0.1717339761664798
2022,"2019,2020,2021",Jagadeesha Suchith,0.38547539088682475,-0.1318002422431052,183.0,183.0,0.0,33.0,150.0,IPL only,0.1060057324938768
2022,"2019,2020,2021",Jalaj Saxena,0.5371612027575834,-0.117446865385121,54.0,54.0,0.0,0.0,54.0,IPL only,0.14771933075833543
2022,"2019,2020,2021",James Neesham,0.3035804438017303,-0.03431621390236,503.25,384.0,795.0,42.0,342.0,IPL+T20I,0.08348462204547584
2022,"2019,2020,2021",James Pattinson,0.31685715880346205,-0.0383676066673555,452.0,452.0,0.0,26.0,426.0,IPL only,0.08713571867095207
2022,"2019,2020,2021",Jan Frylinck,0.5644875679598736,-0.0761490424459208,39.15,0.0,261.0,,,T20I only,0.15523408118896526
2022,"2019,2020,2021",Jan Nicol Loftie-Eaton,0.5690533992855497,-0.0765509636327456,35.1,0.0,234.0,,,T20I only,0.15648968480352618
2022,"2019,2020,2021",Janneman Malan,0.5130450077763502,-0.1200881342338735,72.6,0.0,484.0,,,T20I only,0.1410873771384963
2022,"2019,2020,2021",Jason Behrendorff,0.5225900583362597,0.02148585709992,140.1,114.0,174.0,0.0,114.0,IPL+T20I,0.14371226604247142
2022,"2019,2020,2021",Jason Holder,0.6228628028129665,0.1728340657743926,1408.45,1231.0,1183.0,322.0,909.0,IPL+T20I,0.17128727077356576
2022,"2019,2020,2021",Jason Roy,0.7453493856566069,0.2540044917091274,525.3,363.0,1082.0,363.0,0.0,IPL+T20I,0.20497108105556688
2022,"2019,2020,2021",Jasprit Bumrah,1.1401390950477575,0.3589095757353205,2242.7,2159.0,558.0,58.0,2101.0,IPL+T20I,0.3135382511381333
2022,"2019,2020,2021",Jayant Yadav,0.6609977442113752,0.2004036548794751,511.0,511.0,0.0,78.0,433.0,IPL only,0.18177437965812818
2022,"2019,2020,2021",Jaydev Unadkat,0.29486092760140215,0.0208478444586548,1012.0,1012.0,0.0,116.0,896.0,IPL only,0.08108675509038558
2022,"2019,2020,2021",Jhye Richardson,0.17669387086468094,-0.2034686133385614,332.1,270.0,414.0,72.0,198.0,IPL+T20I,0.04859081448778726
2022,"2019,2020,2021",Jofra Archer,1.162011520359407,0.4077468522824444,1201.5,1098.0,690.0,166.0,932.0,IPL+T20I,0.31955316809883694
2022,"2019,2020,2021",Jonny Bairstow,1.0016873846337682,0.3245104408441109,1531.25,1352.0,1195.0,1352.0,0.0,IPL+T20I,0.2754640307742863
2022,"2019,2020,2021",Jos Buttler,1.1637387801447083,0.3959628782986082,1399.85,1157.0,1619.0,1157.0,0.0,IPL+T20I,0.3200281645397948
2022,"2019,2020,2021",Josh Hazlewood,0.4358852747805437,0.0831054686910609,919.8,750.0,1132.0,0.0,750.0,IPL+T20I,0.11986845056464951
2022,"2019,2020,2021",Josh Little,0.5277926610009692,-0.0279371994367024,93.15,0.0,621.0,,,T20I only,0.14514298177526652
2022,"2019,2020,2021",Josh Philippe,0.4568860093614752,-0.0156565340439971,210.7,154.0,378.0,154.0,0.0,IPL+T20I,0.12564365257440568
2022,"2019,2020,2021",KL Rahul,1.1419076258903704,0.3478117738287623,3021.7,2827.0,1298.0,2827.0,0.0,IPL+T20I,0.31402459711985187
2022,"2019,2020,2021",KM Asif,0.6223539665897964,0.2206862085730112,42.0,42.0,0.0,0.0,42.0,IPL only,0.171147340812194
2022,"2019,2020,2021",Kagiso Rabada,0.5148044718277388,0.1339332069501994,2438.15,2222.0,1441.0,131.0,2091.0,IPL+T20I,0.14157122975262817
2022,"2019,2020,2021",Kamlesh Nagarkoti,0.08883445298623126,-0.2174500300507382,416.0,416.0,0.0,68.0,348.0,IPL only,0.024429474571213597
2022,"2019,2020,2021",Kane Richardson,0.5332115307130931,0.046104594544027,150.0,54.0,640.0,0.0,54.0,IPL+T20I,0.1466331709461006
2022,"2019,2020,2021",Kane Williamson,0.5429667192247647,0.1405049202877686,1498.3,1333.0,1102.0,1309.0,24.0,IPL+T20I,0.1493158477868103
2022,"2019,2020,2021",Karim Janat,0.5675966140884853,0.0812866116634752,113.1,0.0,754.0,,,T20I only,0.15608906887433344
2022,"2019,2020,2021",Karn Sharma,0.38456327961915276,-0.0725882605369557,245.0,245.0,0.0,0.0,245.0,IPL only,0.10575490189526701
2022,"2019,2020,2021",Kartik Tyagi,0.18878474502725587,-0.0582079335543581,739.0,739.0,0.0,24.0,715.0,IPL only,0.051915804882495364
2022,"2019,2020,2021",Karun Nair,0.396715305044187,-1.10722122939448,34.0,34.0,0.0,34.0,0.0,IPL only,0.10909670888715142
2022,"2019,2020,2021",Kedar Jadhav,0.12841889923324673,-0.1681899843742739,457.0,457.0,0.0,457.0,0.0,IPL only,0.035315197289142855
2022,"2019,2020,2021",Keemo Paul,0.4451042024655841,-0.0161175166002028,231.3,192.0,262.0,24.0,168.0,IPL+T20I,0.12240365567803561
2022,"2019,2020,2021",Keshav Maharaj,0.5911442718136342,0.113535538688114,80.1,0.0,534.0,,,T20I only,0.1625646747487494
2022,"2019,2020,2021",Kesrick Williams,0.565225008896807,-0.1185014300786043,32.55,0.0,217.0,,,T20I only,0.15543687744662193
2022,"2019,2020,2021",Kevin O'Brien,0.6122112578167556,0.1689288418677394,224.55,0.0,1497.0,,,T20I only,0.16835809589960776
2022,"2019,2020,2021",Kevin Sinclair,0.5537540884332393,-0.0590157092360903,52.65,0.0,351.0,,,T20I only,0.1522823743191408
2022,"2019,2020,2021",Khaleel Ahmed,0.4811083436090871,0.1082365941782577,1043.25,1017.0,175.0,11.0,1006.0,IPL+T20I,0.13230479449249896
2022,"2019,2020,2021",Khushdil Shah,0.5566429021679761,-0.1031352614249231,41.25,0.0,275.0,,,T20I only,0.15307679809619343
2022,"2019,2020,2021",Kieron Pollard,0.7603265266315263,0.226388870840816,1655.6,1445.0,1404.0,953.0,492.0,IPL+T20I,0.20908979482366974
2022,"2019,2020,2021",Krishnappa Gowtham,0.33032159313926507,-0.0964819751852244,289.0,289.0,0.0,73.0,216.0,IPL only,0.09083843811329789
2022,"2019,2020,2021",Krunal Pandya,0.3462048746653801,0.0724107553366142,2240.7,2184.0,378.0,703.0,1481.0,IPL+T20I,0.09520634053297952
2022,"2019,2020,2021",Kuldeep Yadav,0.3707673443763292,-0.0040540588192407,437.2,394.0,288.0,50.0,344.0,IPL+T20I,0.10196101970349053
2022,"2019,2020,2021",Kuldip Yadav,0.5109481500139649,-0.2629264930147688,48.0,48.0,0.0,12.0,36.0,IPL only,0.14051074125384033
2022,"2019,2020,2021",Kulwant Khejroliya,0.6080453610224257,0.1447533367556831,30.0,30.0,0.0,0.0,30.0,IPL only,0.16721247428116706
2022,"2019,2020,2021",Kusal Mendis,0.5516455372320406,-0.0848254814748025,48.75,0.0,325.0,,,T20I only,0.15170252273881116
2022,"2019,2020,2021",Kusal Perera,0.5229382081623425,0.0241104560072369,142.5,0.0,950.0,,,T20I only,0.14380800724464418
2022,"2019,2020,2021",Kyle Jamieson,0.29059071278368565,-0.0018445923750144,755.7,678.0,518.0,165.0,513.0,IPL+T20I,0.07991244601551356
2022,"2019,2020,2021",Lahiru Kumara,0.4963276735556299,-0.1304103586425112,83.1,0.0,554.0,,,T20I only,0.13649011022779822
2022,"2019,2020,2021",Lakshan Sandakan,0.5138697086511771,-0.0669093872331067,90.3,0.0,602.0,,,T20I only,0.1413141698790737
2022,"2019,2020,2021",Lalit Yadav,0.3251034040023321,-0.0276668417170498,471.0,471.0,0.0,219.0,252.0,IPL only,0.08940343610064133
2022,"2019,2020,2021",Lasith Malinga,0.3529037797235079,-0.0479173319570404,343.45,271.0,483.0,0.0,271.0,IPL+T20I,0.09704853942396467
2022,"2019,2020,2021",Lendl Simmons,0.5756108371307209,0.1205547370308188,183.3,0.0,1222.0,,,T20I only,0.15829298021094823
2022,"2019,2020,2021",Lewis Gregory,0.5562997485382344,-0.166381068520495,33.3,0.0,222.0,,,T20I only,0.15298243084801444
2022,"2019,2020,2021",Liam Livingstone,0.6632272613962709,0.2150759861108536,304.35,177.0,849.0,171.0,6.0,IPL+T20I,0.1823874968839745
2022,"2019,2020,2021",Litton Das,0.5355206753793835,0.0453192054990961,143.54999999999998,0.0,957.0,,,T20I only,0.14726818572933048
2022,"2019,2020,2021",Lizaad Williams,0.5872758598630499,0.0922874822187182,67.5,0.0,450.0,,,T20I only,0.1615008614623387
2022,"2019,2020,2021",Lockie Ferguson,0.8059164167984447,0.2578797072957851,1032.1,979.0,354.0,91.0,888.0,IPL+T20I,0.22162701461957232
2022,"2019,2020,2021",Lorcan Tucker,0.5698671699730913,-0.1016786668326468,31.05,0.0,207.0,,,T20I only,0.15671347174260009
2022,"2019,2020,2021",Luke Jongwe,0.5848244665509833,0.1129997054143314,107.55,0.0,717.0,,,T20I only,0.16082672830152042
2022,"2019,2020,2021",Lukman Meriwala,0.4510804465546055,-0.4178742835276573,57.0,57.0,0.0,0.0,57.0,IPL only,0.12404712280251651
2022,"2019,2020,2021",Lungi Ngidi,0.28316971314736705,-0.038263431478105,544.3,412.0,882.0,0.0,412.0,IPL+T20I,0.07787167111552594
2022,"2019,2020,2021",Lutho Sipamla,0.5222244574950097,-0.2134868838418755,48.15,0.0,321.0,,,T20I only,0.14361172581112766
2022,"2019,2020,2021",M Shahrukh Khan,0.6162212012354134,0.1720926289222989,342.0,342.0,0.0,342.0,0.0,IPL only,0.1694608303397387
2022,"2019,2020,2021",MS Dhoni,0.3539373416739009,0.0472827408513648,990.8,974.0,112.0,974.0,0.0,IPL+T20I,0.09733276896032275
2022,"2019,2020,2021",Mahedi Hasan,0.42150729713363105,-0.0437988808645775,229.05,0.0,1527.0,,,T20I only,0.11591450671174855
2022,"2019,2020,2021",Maheesh Theekshana,0.5884660812812662,0.1122158275624236,89.55,0.0,597.0,,,T20I only,0.1618281723523482
2022,"2019,2020,2021",Mahipal Lomror,0.590300323596612,0.1533639621683804,456.0,456.0,0.0,330.0,126.0,IPL only,0.1623325889890683
2022,"2019,2020,2021",Mahmudullah,0.48147118353549034,0.0387822038439197,267.45,0.0,1783.0,,,T20I only,0.13240457547225984
2022,"2019,2020,2021",Manan Vohra,0.3154177362975986,-0.4004788565804999,117.0,117.0,0.0,117.0,0.0,IPL only,0.08673987748183963
2022,"2019,2020,2021",Mandeep Singh,0.4820774451404151,0.068993241461952,392.0,392.0,0.0,380.0,12.0,IPL only,0.13257129741361415
2022,"2019,2020,2021",Manish Pandey,0.7375677136412196,0.2173733096899838,1668.2,1637.0,208.0,1637.0,0.0,IPL+T20I,0.2028311212513354
2022,"2019,2020,2021",Marco Jansen,0.43651089531594095,-0.1607441602403065,120.0,120.0,0.0,9.0,111.0,IPL only,0.12004049621188376
2022,"2019,2020,2021",Marcus Stoinis,0.44554278108849854,0.1027602045816017,1616.85,1506.0,739.0,846.0,660.0,IPL+T20I,0.1225242647993371
2022,"2019,2020,2021",Mark Adair,0.5101982728651714,-0.0722155032413366,91.8,0.0,612.0,,,T20I only,0.14030452503792215
2022,"2019,2020,2021",Mark Watt,0.6081160854966926,0.1554011051519463,55.8,0.0,372.0,,,T20I only,0.16723192351159047
2022,"2019,2020,2021",Mark Wood,0.5495152754195092,0.0591935629087564,129.9,0.0,866.0,,,T20I only,0.151116700740365
2022,"2019,2020,2021",Martin Guptill,0.7717844006269067,0.3235578916884515,277.1,53.0,1494.0,53.0,0.0,IPL+T20I,0.21224071017239934
2022,"2019,2020,2021",Matthew Wade,0.7096464790949731,0.3286589047854116,141.45,0.0,943.0,,,T20I only,0.1951527817511176
2022,"2019,2020,2021",Mayank Agarwal,1.3392100201283144,0.4498167617937958,1718.0,1718.0,0.0,1718.0,0.0,IPL only,0.36828275553528644
2022,"2019,2020,2021",Mayank Markande,0.4345931220609317,-0.2259567710057805,98.6,95.0,24.0,5.0,90.0,IPL+T20I,0.1195131085667562
2022,"2019,2020,2021",Mitchell Marsh,0.6860876231473605,0.235667256127389,305.35,10.0,1969.0,2.0,8.0,IPL+T20I,0.18867409636552415
2022,"2019,2020,2021",Mitchell McClenaghan,0.5984035512453316,0.1443223965296254,125.0,125.0,0.0,16.0,109.0,IPL only,0.1645609765924662
2022,"2019,2020,2021",Mitchell Santner,0.5678130803257202,0.1350098948676514,398.25,192.0,1375.0,23.0,169.0,IPL+T20I,0.15614859708957307
2022,"2019,2020,2021",Mitchell Starc,0.4435622209880979,-0.0225100164953536,223.8,0.0,1492.0,,,T20I only,0.12197961077172693
2022,"2019,2020,2021",Mitchell Swepson,0.6281262192701556,0.2370205327952337,49.65,0.0,331.0,,,T20I only,0.17273471029929277
2022,"2019,2020,2021",Moeen Ali,0.8523988365179102,0.2606152868855036,1769.25,1614.0,1035.0,945.0,669.0,IPL+T20I,0.23440968004242532
2022,"2019,2020,2021",Mohammad Amir,0.604356862834175,0.1216309866512892,31.05,0.0,207.0,,,T20I only,0.16619813727939814
2022,"2019,2020,2021",Mohammad Hafeez,0.6572033246907315,0.2268681000137535,190.5,0.0,1270.0,,,T20I only,0.18073091428995117
2022,"2019,2020,2021",Mohammad Hasnain,0.5519277763263732,-0.0221048490822869,66.0,0.0,440.0,,,T20I only,0.15178013848975264
2022,"2019,2020,2021",Mohammad Nabi,0.5223655879616635,0.1179435429189256,667.8,519.0,992.0,152.0,367.0,IPL+T20I,0.1436505366894575
2022,"2019,2020,2021",Mohammad Naim,0.5177108623236614,0.075283522885426,269.25,0.0,1795.0,,,T20I only,0.14237048713900688
2022,"2019,2020,2021",Mohammad Nawaz,0.5331142192779057,-0.0211493553828498,90.0,0.0,600.0,,,T20I only,0.14660641030142404
2022,"2019,2020,2021",Mohammad Rizwan,0.657734561086901,0.2040860799622936,383.1,0.0,2554.0,,,T20I only,0.18087700429889778
2022,"2019,2020,2021",Mohammad Saifuddin,0.5258838985002268,-0.0019584226794405,112.5,0.0,750.0,,,T20I only,0.14461807208756236
2022,"2019,2020,2021",Mohammad Shahzad,0.6041831932561803,0.1224083589859818,32.4,0.0,216.0,,,T20I only,0.16615037814544958
2022,"2019,2020,2021",Mohammed Shami,0.5033391856764565,0.1282088836434965,2040.25,1984.0,375.0,59.0,1925.0,IPL+T20I,0.13841827606102555
2022,"2019,2020,2021",Mohammed Siraj,0.5446259566600359,0.1414878876213655,1555.0,1555.0,0.0,120.0,1435.0,IPL only,0.14977213808150988
2022,"2019,2020,2021",Mohit Sharma,0.5719492145052342,0.048396286412884,70.0,70.0,0.0,2.0,68.0,IPL only,0.1572860339889394
2022,"2019,2020,2021",Moises Henriques,0.6957446255075257,0.2369806220008172,355.05,276.0,527.0,96.0,180.0,IPL+T20I,0.19132977201456958
2022,"2019,2020,2021",Mujeeb Ur Rahman,0.22258569064911343,-0.1449135343079071,363.25,295.0,455.0,13.0,282.0,IPL+T20I,0.0612110649285062
2022,"2019,2020,2021",Murali Vijay,0.41063828888905246,-0.1501672291367274,147.0,147.0,0.0,147.0,0.0,IPL only,0.11292552944448943
2022,"2019,2020,2021",Murugan Ashwin,0.2784194149091848,0.002771589097076,869.0,869.0,0.0,85.0,784.0,IPL only,0.07656533910002582
2022,"2019,2020,2021",Mushfiqur Rahim,0.4847382477092485,-0.0905428639391143,109.05,0.0,727.0,,,T20I only,0.13330301812004333
2022,"2019,2020,2021",Mustafizur Rahman,0.5569400823432301,0.1440148724430055,1149.6,981.0,1124.0,42.0,939.0,IPL+T20I,0.15315852264438828
2022,"2019,2020,2021",Najibullah Zadran,0.6778646085724587,0.2979586915829991,114.45,0.0,763.0,,,T20I only,0.18641276735742612
2022,"2019,2020,2021",Narayan Jagadeesan,0.6304485774205095,0.2361120662193747,58.0,58.0,0.0,58.0,0.0,IPL only,0.17337335879064011
2022,"2019,2020,2021",Nasum Ahmed,0.5884094094164684,0.1315462280250618,147.15,0.0,981.0,,,T20I only,0.1618125875895288
2022,"2019,2020,2021",Nathan Coulter-Nile,0.9043801805161007,0.3261900185447014,727.5,720.0,50.0,45.0,675.0,IPL+T20I,0.24870454964192767
2022,"2019,2020,2021",Nathan Ellis,0.480040270298743,0.0385124442672479,270.75,246.0,165.0,48.0,198.0,IPL+T20I,0.13201107433215434
2022,"2019,2020,2021",Navdeep Saini,0.3238831536915067,0.0356815100350208,1037.25,990.0,315.0,70.0,920.0,IPL+T20I,0.08906786726516436
2022,"2019,2020,2021",Naveen-ul-Haq,0.548181657119171,-0.1115626706823579,46.5,0.0,310.0,,,T20I only,0.15074995570777203
2022,"2019,2020,2021",Nicholas Pooran,1.0151288868058577,0.363587529926323,920.2,751.0,1128.0,751.0,0.0,IPL+T20I,0.2791604438716108
2022,"2019,2020,2021",Niroshan Dickwella,0.6165421751434131,0.191360041305608,44.1,0.0,294.0,,,T20I only,0.1695490981644386
2022,"2019,2020,2021",Nitish Rana,0.7865527054864885,0.2349646479065588,1805.15,1793.0,81.0,1685.0,108.0,IPL+T20I,0.21630199400878436
2022,"2019,2020,2021",Nurul Hasan,0.5774822070289282,0.0275327066424091,49.95,0.0,333.0,,,T20I only,0.15880760693295526
2022,"2019,2020,2021",Obed McCoy,0.623907430474079,0.191732732653381,118.05,0.0,787.0,,,T20I only,0.17157454338037173
2022,"2019,2020,2021",Oshane Thomas,0.5892554011671499,0.123717040609889,111.95,62.0,333.0,0.0,62.0,IPL+T20I,0.16204523532096624
2022,"2019,2020,2021",Parthiv Patel,0.7154286591197462,0.2713604587130409,268.0,268.0,0.0,268.0,0.0,IPL only,0.19674288125793019
2022,"2019,2020,2021",Pat Cummins,0.4023800038588609,0.0858436094940359,1622.85,1503.0,799.0,396.0,1107.0,IPL+T20I,0.11065450106118675
2022,"2019,2020,2021",Pathum Nissanka,0.6177533141490792,0.1801750713919982,116.1,0.0,774.0,,,T20I only,0.16988216139099677
2022,"2019,2020,2021",Paul Stirling,0.75616921405256,0.2997370633156124,303.3,0.0,2022.0,,,T20I only,0.207946533864454
2022,"2019,2020,2021",Pawan Negi,0.5358853091264745,-0.0369933642400312,79.0,79.0,0.0,12.0,67.0,IPL only,0.1473684600097805
2022,"2019,2020,2021",Pite van Biljon,0.6023828237096909,0.1228961841937174,41.25,0.0,275.0,,,T20I only,0.16565527652016498
2022,"2019,2020,2021",Piyush Chawla,0.1490572631333724,-0.0989919302631768,636.0,636.0,0.0,43.0,593.0,IPL only,0.040990747361677404
2022,"2019,2020,2021",Prabhsimran Singh,0.27428030723478725,-0.4842586653370276,116.0,116.0,0.0,116.0,0.0,IPL only,0.07542708448956649
2022,"2019,2020,2021",Prasidh Krishna,0.40659889168721225,0.0786615696065942,1190.0,1190.0,0.0,13.0,1177.0,IPL only,0.11181469521398336
2022,"2019,2020,2021",Praveen Dubey,0.37035388454637014,-0.2787213977120861,122.0,122.0,0.0,26.0,96.0,IPL only,0.10184731825025178
2022,"2019,2020,2021",Prayas Ray Barman,0.4086877694069291,-0.7011548324078367,48.0,48.0,0.0,24.0,24.0,IPL only,0.11238913658690548
2022,"2019,2020,2021",Prithvi Raj,0.5157445857988981,-0.4530629278179984,31.0,31.0,0.0,1.0,30.0,IPL only,0.141829761094697
2022,"2019,2020,2021",Prithvi Shaw,1.5179971433414772,0.5336648352991573,1501.45,1501.0,3.0,1501.0,0.0,IPL+T20I,0.41744921441890626
2022,"2019,2020,2021",Priyam Garg,0.3496023483735866,-0.0174270435230881,444.0,444.0,0.0,444.0,0.0,IPL only,0.09614064580273632
2022,"2019,2020,2021",Quinton de Kock,0.9498498383119199,0.2918183681770617,2127.55,1882.0,1637.0,1882.0,0.0,IPL+T20I,0.26120870553577796
2022,"2019,2020,2021",Rachin Ravindra,0.6206362347365901,0.1948291269295414,72.45,0.0,483.0,,,T20I only,0.17067496455256229
2022,"2019,2020,2021",Rahmanullah Gurbaz,0.6863653554194904,0.3179817405346214,111.45,0.0,743.0,,,T20I only,0.18875047274035986
2022,"2019,2020,2021",Rahul Chahar,0.3952257457362662,0.0855715064737927,1801.45,1756.0,303.0,64.0,1692.0,IPL+T20I,0.1086870800774732
2022,"2019,2020,2021",Rahul Tewatia,0.3796011809313559,0.0830168069038991,2089.0,2089.0,0.0,829.0,1260.0,IPL only,0.10439032475612288
2022,"2019,2020,2021",Rahul Tripathi,1.0877484972845275,0.3681068183971051,1329.0,1329.0,0.0,1329.0,0.0,IPL only,0.29913083675324503
