player,pWAR_final,pWAR,WAR_recent,team,role,salary,capped,overseas,auctionStatus,ipl_balls_wtd,t20i_balls_wtd,balls_eq,source,ipl_balls_faced,ipl_balls_bowled,bat_pos,bowl_phase,bowl_kind,bat_group,balls_recent,pWAR_base,chg,WAR
Gurkeerat Singh Mann,0.382,0.38,0.38,GT,Allrounder,0.5,1,0,sold,230.0,0.0,230.0,IPL only,150.0,0.0,5.0,,,Middle,230.0,0.38,0.0,0.38
Wriddhiman Saha,0.741,0.74,0.74,GT,WK-Batter,1.9,1,0,sold,779.0,0.0,779.0,IPL only,346.0,0.0,2.0,,,Opener,779.0,0.74,0.0,0.74
David Miller,0.477,0.48,0.48,GT,Batter,3.0,1,1,sold,655.85,0.0,655.85,IPL+T20I,277.0,0.0,4.5,,,Middle,655.85,0.48,0.0,0.48
Alzarri Joseph,0.549,0.55,0.55,GT,Bowler,2.4,1,1,sold,65.0,0.0,65.0,IPL only,13.0,55.0,8.0,,pace bowler,Lower,65.0,0.55,0.0,0.55
Darshan Nalkande,0.0,0.0,0.0,GT,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Yash Dayal,0.0,0.0,0.0,GT,Bowler,3.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Jayant Yadav,0.661,0.66,0.66,GT,Allrounder,1.7,1,0,sold,511.0,0.0,511.0,IPL only,26.0,191.0,8.5,Powerplay+Middle,spin bowler,Tail,511.0,0.66,0.0,0.66
Dominic Drakes,0.0,0.0,0.0,GT,Allrounder,1.1,1,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Sai Kishore,0.0,0.0,0.0,GT,Bowler,3.0,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Noor Ahmad,0.0,0.0,0.0,GT,Bowler,0.3,0,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Rahul Tewatia,0.38,0.38,0.38,GT,Allrounder,9.0,0,0,sold,2089.0,0.0,2089.0,IPL only,352.0,554.0,7.0,Middle,spin bowler,Lower,2089.0,0.38,0.0,0.38
Abhinav Manohar,0.0,0.0,0.0,GT,Batter,2.6,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Lockie Ferguson,0.806,0.81,0.81,GT,Bowler,10.0,1,1,sold,1032.1,0.0,1032.1,IPL+T20I,40.0,417.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,1032.1,0.81,0.0,0.81
Jason Roy,0.745,0.75,0.75,GT,Batter,2.0,1,1,sold,525.3,0.0,525.3,IPL+T20I,121.0,0.0,1.0,,,Opener,525.3,0.75,0.0,0.75
Mohammed Shami,0.503,0.5,0.5,GT,Bowler,6.25,1,0,sold,2040.25,0.0,2040.25,IPL+T20I,22.0,987.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,2040.25,0.5,0.0,0.5
Shubman Gill,0.685,0.68,0.68,GT,Batter,8.0,1,0,drafted,2195.0,0.0,2195.0,IPL only,1016.0,0.0,1.0,,,Opener,2195.0,0.68,0.0,0.68
Hardik Pandya,0.762,0.76,0.76,GT,Allrounder,15.0,1,0,drafted,1267.35,0.0,1267.35,IPL+T20I,479.0,269.0,6.0,Middle+Death,pace bowler,Lower,1267.35,0.76,0.0,0.76
Ramesh Kumar,0.0,0.0,0.0,KKR,Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Umesh Yadav,0.269,0.27,0.27,KKR,Bowler,2.0,1,0,sold,347.2,0.0,347.2,IPL+T20I,27.0,284.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,347.2,0.27,0.0,0.27
Rasikh Salam,0.551,0.55,0.55,KKR,Bowler,0.2,0,0,sold,30.0,0.0,30.0,IPL only,4.0,27.0,10.0,,pace bowler,Tail,30.0,0.55,0.0,0.55
Ashok Sharma,0.0,0.0,0.0,KKR,Bowler,0.55,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Chamika Karunaratne,0.575,0.58,0.58,KKR,Bowler,0.5,1,1,sold,109.35,0.0,109.35,T20I only,0.0,0.0,,,,,109.35,0.58,0.0,0.58
Anukul Roy,0.0,0.0,0.0,KKR,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,15.0,,,spin bowler,,0.0,0.0,0.0,0.0
Sunil Narine,0.753,0.75,0.75,KKR,Allrounder,6.0,1,1,retained,2147.1,0.0,2147.1,IPL+T20I,218.0,847.0,4.0,Powerplay+Middle+Death,spin bowler,Middle,2147.1,0.75,0.0,0.75
Aman Hakim Khan,0.0,0.0,0.0,KKR,Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Abhijeet Tomar,0.0,0.0,0.0,KKR,Batter,0.4,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Pratham Singh,0.0,0.0,0.0,KKR,Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Mohammad Nabi,0.522,0.52,0.52,KKR,Allrounder,1.0,1,1,sold,667.8,0.0,667.8,IPL+T20I,104.0,249.0,6.0,Powerplay+Middle,spin bowler,Lower,667.8,0.52,0.0,0.52
Tim Southee,0.409,0.41,0.41,KKR,Bowler,1.5,1,1,sold,544.8,0.0,544.8,IPL+T20I,14.0,132.0,7.5,Powerplay+Death,pace bowler,Lower,544.8,0.41,0.0,0.41
Alex Hales,0.0,0.0,0.0,KKR,Batter,1.5,1,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Sam Billings,0.544,0.54,0.54,KKR,WK-Batter,2.0,1,1,sold,44.35,0.0,44.35,IPL+T20I,4.0,0.0,6.0,,,Lower,44.35,0.54,0.0,0.54
Baba Indrajith,0.0,0.0,0.0,KKR,Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Shivam Mavi,0.726,0.73,0.73,KKR,Bowler,7.25,0,0,sold,988.0,0.0,988.0,IPL only,34.0,366.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,988.0,0.73,0.0,0.73
Pat Cummins,0.402,0.4,0.4,KKR,Bowler,7.25,1,1,sold,1622.85,0.0,1622.85,IPL+T20I,170.0,489.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,1622.85,0.4,0.0,0.4
Rinku Singh,0.598,0.6,0.6,KKR,Batter,0.55,0,0,sold,56.0,0.0,56.0,IPL only,45.0,0.0,6.5,,,Lower,56.0,0.6,0.0,0.6
Ajinkya Rahane,0.512,0.51,0.51,KKR,Batter,1.0,1,0,sold,524.0,0.0,524.0,IPL only,401.0,0.0,1.0,,,Opener,524.0,0.51,0.0,0.51
Sheldon Jackson,0.0,0.0,0.0,KKR,WK-Batter,0.6,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Nitish Rana,0.787,0.79,0.79,KKR,Allrounder,8.0,1,0,sold,1805.15,0.0,1805.15,IPL+T20I,803.0,75.0,3.0,Middle,spin bowler,No3,1805.15,0.79,0.0,0.79
Shreyas Iyer,0.521,0.52,0.52,KKR,Batter,12.25,1,0,sold,1838.05,0.0,1838.05,IPL+T20I,978.0,0.0,3.0,,,No3,1838.05,0.52,0.0,0.52
Varun Chakravarthy,0.743,0.74,0.74,KKR,Bowler,8.0,1,0,retained,1970.55,0.0,1970.55,IPL+T20I,19.0,747.0,10.0,Powerplay+Middle+Death,spin bowler,Tail,1970.55,0.74,0.0,0.74
Venkatesh Iyer,1.065,1.06,1.06,KKR,Allrounder,8.0,1,0,retained,1020.0,0.0,1020.0,IPL only,288.0,54.0,2.0,Middle,pace bowler,Opener,1020.0,1.06,0.0,1.06
Andre Russell,0.826,0.83,0.83,KKR,Allrounder,12.0,1,1,retained,1701.5,0.0,1701.5,IPL+T20I,450.0,418.0,6.0,Powerplay+Middle+Death,pace bowler,Lower,1701.5,0.83,0.0,0.83
Mayank Yadav,0.0,0.0,0.0,LSG,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Mohsin Khan,0.0,0.0,0.0,LSG,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Ayush Badoni,0.0,0.0,0.0,LSG,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Kyle Mayers,0.0,0.0,0.0,LSG,Allrounder,0.5,1,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Avesh Khan,0.895,0.89,0.89,LSG,Bowler,10.0,0,0,sold,1179.0,0.0,1179.0,IPL only,6.0,427.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,1179.0,0.89,0.0,0.89
Evin Lewis,1.017,1.02,1.02,LSG,Batter,2.0,1,1,sold,512.65,0.0,512.65,IPL+T20I,145.0,0.0,1.0,,,Opener,512.65,1.02,0.0,1.02
Karan Sharma,0.0,0.0,0.0,LSG,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Manan Vohra,0.315,0.32,0.32,LSG,Batter,0.2,0,0,sold,117.0,0.0,117.0,IPL only,39.0,0.0,2.0,,,Opener,117.0,0.32,0.0,0.32
Shahbaz Nadeem,0.172,0.17,0.17,LSG,Bowler,0.5,1,0,sold,415.0,0.0,415.0,IPL only,9.0,215.0,9.0,Middle,spin bowler,Tail,415.0,0.17,0.0,0.17
Dushmantha Chameera,0.516,0.52,0.52,LSG,Bowler,2.0,1,1,sold,184.5,0.0,184.5,T20I only,0.0,0.0,,,,,184.5,0.52,0.0,0.52
Krishnappa Gowtham,0.33,0.33,0.33,LSG,Allrounder,0.9,1,0,sold,289.0,0.0,289.0,IPL only,46.0,170.0,7.0,Powerplay+Middle,spin bowler,Lower,289.0,0.33,0.0,0.33
Ankit Rajpoot,0.058,0.06,0.06,LSG,Bowler,0.5,0,0,sold,329.0,0.0,329.0,IPL only,10.0,217.0,10.5,Powerplay+Middle+Death,pace bowler,Tail,329.0,0.06,0.0,0.06
Mark Wood,0.55,0.55,0.55,LSG,Bowler,7.5,1,1,sold,129.9,0.0,129.9,T20I only,0.0,0.0,,,,,129.9,0.55,0.0,0.55
Krunal Pandya,0.346,0.35,0.35,LSG,Allrounder,8.25,1,0,sold,2240.7,0.0,2240.7,IPL+T20I,365.0,807.0,7.0,Powerplay+Middle+Death,spin bowler,Lower,2240.7,0.35,0.0,0.35
Deepak Hooda,0.599,0.6,0.6,LSG,Allrounder,5.75,1,0,sold,886.0,0.0,886.0,IPL only,257.0,115.0,5.0,Middle,spin bowler,Middle,886.0,0.6,0.0,0.6
Jason Holder,0.623,0.62,0.62,LSG,Allrounder,8.75,1,1,sold,1408.45,0.0,1408.45,IPL+T20I,125.0,379.0,7.0,Powerplay+Middle+Death,pace bowler,Lower,1408.45,0.62,0.0,0.62
Manish Pandey,0.738,0.74,0.74,LSG,Batter,4.6,1,0,sold,1668.2,0.0,1668.2,IPL+T20I,832.0,0.0,3.0,,,No3,1668.2,0.74,0.0,0.74
KL Rahul,1.142,1.14,1.14,LSG,WK-Batter,17.0,1,0,drafted,3021.7,0.0,3021.7,IPL+T20I,1407.0,0.0,1.0,,,Opener,3021.7,1.14,0.0,1.14
Quinton de Kock,0.95,0.95,0.95,LSG,WK-Batter,6.75,1,1,sold,2127.55,0.0,2127.55,IPL+T20I,1012.0,0.0,2.0,,,Opener,2127.55,0.95,0.0,0.95
Marcus Stoinis,0.446,0.45,0.45,LSG,Allrounder,9.2,1,1,drafted,1616.85,0.0,1616.85,IPL+T20I,465.0,356.0,5.0,Powerplay+Middle+Death,pace bowler,Middle,1616.85,0.45,0.0,0.45
Ravi Bishnoi,0.675,0.68,0.68,LSG,Bowler,4.0,1,0,drafted,1296.0,0.0,1296.0,IPL only,16.0,538.0,9.0,Powerplay+Middle+Death,spin bowler,Tail,1296.0,0.68,0.0,0.68
Ramandeep Singh,0.0,0.0,0.0,MI,Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Arshad Khan,0.0,0.0,0.0,MI,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Arjun Tendulkar,0.0,0.0,0.0,MI,Allrounder,0.3,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Hrithik Shokeen,0.0,0.0,0.0,MI,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Aryan Juyal,0.0,0.0,0.0,MI,WK-Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Rahul Buddhi,0.0,0.0,0.0,MI,Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Fabian Allen,0.215,0.21,0.21,MI,Allrounder,0.75,1,1,sold,409.65,0.0,409.65,IPL+T20I,12.0,67.0,6.5,Middle,spin bowler,Lower,409.65,0.21,0.0,0.21
Ishan Kishan,1.192,1.19,1.19,MI,WK-Batter,15.25,1,0,sold,1376.35,0.0,1376.35,IPL+T20I,634.0,0.0,4.0,,,Middle,1376.35,1.19,0.0,1.19
Anmolpreet Singh,0.629,0.63,0.63,MI,Batter,0.2,0,0,sold,42.0,0.0,42.0,IPL only,14.0,0.0,2.0,,,Opener,42.0,0.63,0.0,0.63
Tim David,0.0,0.0,0.0,MI,Allrounder,8.25,0,1,sold,0.0,0.0,0.0,prior,3.0,0.0,5.0,,,Middle,0.0,0.0,0.0,0.0
Riley Meredith,0.331,0.33,0.33,MI,Bowler,1.0,1,1,sold,360.3,0.0,360.3,IPL+T20I,0.0,108.0,,Powerplay+Middle,pace bowler,,360.3,0.33,0.0,0.33
Jofra Archer,1.162,1.16,1.16,MI,Bowler,8.0,1,1,sold,1201.5,0.0,1201.5,IPL+T20I,103.0,609.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,1201.5,1.16,0.0,1.16
Tymal Mills,0.608,0.61,0.61,MI,Bowler,1.5,1,1,sold,36.45,0.0,36.45,T20I only,0.0,0.0,,,,,36.45,0.61,0.0,0.61
Daniel Sams,0.384,0.38,0.38,MI,Allrounder,2.6,1,1,sold,317.4,0.0,317.4,IPL+T20I,8.0,115.0,7.0,Powerplay+Middle,pace bowler,Lower,317.4,0.38,0.0,0.38
Tilak Varma,0.0,0.0,0.0,MI,Batter,1.7,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Sanjay Yadav,0.0,0.0,0.0,MI,Allrounder,0.5,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Mayank Markande,0.435,0.43,0.43,MI,Bowler,0.65,1,0,sold,98.6,0.0,98.6,IPL+T20I,5.0,55.0,9.0,Middle,spin bowler,Tail,98.6,0.43,0.0,0.43
Jaydev Unadkat,0.295,0.29,0.29,MI,Bowler,1.3,1,0,sold,1012.0,0.0,1012.0,IPL only,45.0,514.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,1012.0,0.29,0.0,0.29
Murugan Ashwin,0.278,0.28,0.28,MI,Bowler,1.6,0,0,sold,869.0,0.0,869.0,IPL only,33.0,473.0,8.5,Middle+Death,spin bowler,Tail,869.0,0.28,0.0,0.28
Basil Thampi,0.397,0.4,0.4,MI,Bowler,0.3,0,0,sold,122.0,0.0,122.0,IPL only,1.0,97.0,9.0,Middle,pace bowler,Tail,122.0,0.4,0.0,0.4
Dewald Brevis,0.0,0.0,0.0,MI,Batter,3.0,0,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Rohit Sharma,0.995,0.99,0.99,MI,Batter,16.0,1,0,retained,1903.9,0.0,1903.9,IPL+T20I,874.0,7.0,1.0,,spin bowler,Opener,1903.9,0.99,0.0,0.99
Kieron Pollard,0.76,0.76,0.76,MI,Allrounder,6.0,1,1,retained,1655.6,0.0,1655.6,IPL+T20I,483.0,223.0,6.0,Middle+Death,pace bowler,Lower,1655.6,0.76,0.0,0.76
