player,pWAR_final,pWAR,WAR_recent,team,role,salary,capped,overseas,auctionStatus,ipl_balls_wtd,t20i_balls_wtd,balls_eq,source,ipl_balls_faced,ipl_balls_bowled,bat_pos,bowl_phase,bowl_kind,bat_group,balls_recent,pWAR_base,chg,WAR
Navdeep Saini,0.629,0.63,0.63,RCB,Bowler,3.0,0,0,retained,1581.0,0.0,1581.0,IPL+T20I,31.0,587.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,1581.0,0.63,0.0,0.63
Daniel Sams,0.158,0.16,0.16,RCB,Allrounder,0.2,0,1,traded,242.55,0.0,242.55,IPL+T20I,2.0,77.0,8.0,Powerplay,pace bowler,Lower,242.55,0.16,0.0,0.16
Harshal Patel,0.178,0.18,0.18,RCB,Bowler,0.2,0,0,traded,585.0,0.0,585.0,IPL only,59.0,259.0,7.0,Powerplay+Middle+Death,pace bowler,Lower,585.0,0.18,0.0,0.18
Kane Richardson,0.619,0.62,0.62,RCB,Bowler,4.0,0,1,retained,110.25,0.0,110.25,T20I only,0.0,0.0,,,,,110.25,0.62,0.0,0.62
Adam Zampa,0.367,0.37,0.37,RCB,Bowler,1.5,0,1,retained,355.5,0.0,355.5,IPL+T20I,0.0,67.0,,Middle,spin bowler,,355.5,0.37,0.0,0.37
Shahbaz Ahmed,0.57,0.57,0.57,RCB,Allrounder,0.2,0,0,retained,111.0,0.0,111.0,IPL only,1.0,37.0,9.0,Middle,spin bowler,Tail,111.0,0.57,0.0,0.57
Josh Philippe,0.598,0.6,0.6,RCB,WK-Batter,0.2,0,1,retained,231.0,0.0,231.0,IPL only,77.0,0.0,1.0,,,Opener,231.0,0.6,0.0,0.6
Pavan Deshpande,0.0,0.0,0.0,RCB,Allrounder,0.2,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Yuzvendra Chahal,0.382,0.38,0.38,RCB,Bowler,6.0,0,0,retained,2183.2,0.0,2183.2,IPL+T20I,23.0,969.0,11.0,Powerplay+Middle+Death,spin bowler,Tail,2183.2,0.38,0.0,0.38
Washington Sundar,0.761,0.76,0.76,RCB,Allrounder,3.2,0,0,retained,1622.45,0.0,1622.45,IPL+T20I,136.0,478.0,7.0,Powerplay+Middle+Death,spin bowler,Lower,1622.45,0.76,0.0,0.76
Mohammed Siraj,0.415,0.42,0.42,RCB,Bowler,2.6,0,0,retained,1175.75,0.0,1175.75,IPL+T20I,50.0,615.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,1175.75,0.42,0.0,0.42
Devdutt Padikkal,0.652,0.65,0.65,RCB,Batter,0.2,0,0,retained,1137.0,0.0,1137.0,IPL only,379.0,0.0,1.0,,,Opener,1137.0,0.65,0.0,0.65
AB de Villiers,1.305,1.31,1.31,RCB,WK-Batter,11.0,0,1,retained,1707.0,0.0,1707.0,IPL only,848.0,0.0,4.0,,,Middle,1707.0,1.31,0.0,1.31
Virat Kohli,0.959,0.96,0.96,RCB,Batter,17.0,0,0,retained,2403.05,0.0,2403.05,IPL+T20I,1093.0,0.0,3.0,,,No3,2403.05,0.96,0.0,0.96
Akash Singh,0.0,0.0,0.0,RR,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Kuldip Yadav,0.0,0.0,0.0,RR,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Liam Livingstone,0.566,0.57,0.57,RR,Batter,0.75,0,1,sold,108.0,0.0,108.0,IPL only,48.0,6.0,2.0,,spin bowler,Opener,108.0,0.57,0.0,0.57
KC Cariappa,0.449,0.45,0.45,RR,Bowler,0.2,0,0,sold,30.0,0.0,30.0,IPL only,3.0,13.0,10.0,,spin bowler,Tail,30.0,0.45,0.0,0.45
Chetan Sakariya,0.0,0.0,0.0,RR,Bowler,1.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Mustafizur Rahman,0.47,0.47,0.47,RR,Bowler,1.0,0,1,sold,267.35,0.0,267.35,IPL+T20I,3.0,167.0,11.0,Powerplay+Middle+Death,pace bowler,Tail,267.35,0.47,0.0,0.47
Chris Morris,0.787,0.79,0.79,RR,Allrounder,16.25,0,1,sold,1278.2,0.0,1278.2,IPL+T20I,84.0,499.0,7.0,Powerplay+Middle+Death,pace bowler,Lower,1278.2,0.79,0.0,0.79
Shivam Dube,0.377,0.38,0.38,RR,Allrounder,4.4,0,0,sold,638.9,0.0,638.9,IPL+T20I,138.0,66.0,6.0,Middle+Death,pace bowler,Lower,638.9,0.38,0.0,0.38
Mayank Markande,0.279,0.28,0.28,RR,Bowler,0.2,0,0,retained,377.2,0.0,377.2,IPL+T20I,29.0,305.0,9.0,Middle+Death,spin bowler,Tail,377.2,0.28,0.0,0.28
Andrew Tye,0.345,0.34,0.34,RR,Bowler,1.0,0,1,retained,817.1,0.0,817.1,IPL+T20I,46.0,517.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,817.1,0.34,0.0,0.34
David Miller,0.494,0.49,0.49,RR,Batter,0.75,0,1,retained,474.5,0.0,474.5,IPL+T20I,228.0,0.0,5.0,,,Middle,474.5,0.49,0.0,0.49
Kartik Tyagi,0.104,0.1,0.1,RR,Bowler,1.3,0,0,retained,708.0,0.0,708.0,IPL only,6.0,241.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,708.0,0.1,0.0,0.1
Anuj Rawat,0.0,0.0,0.0,RR,WK-Batter,0.8,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Yashasvi Jaiswal,0.471,0.47,0.47,RR,Batter,2.4,0,0,retained,132.0,0.0,132.0,IPL only,44.0,0.0,1.0,,,Opener,132.0,0.47,0.0,0.47
Shreyas Gopal,0.167,0.17,0.17,RR,Allrounder,0.2,0,0,retained,1918.0,0.0,1918.0,IPL only,130.0,782.0,8.5,Powerplay+Middle+Death,spin bowler,Tail,1918.0,0.17,0.0,0.17
Jaydev Unadkat,-0.001,-0.0,-0.0,RR,Bowler,3.0,0,0,retained,1267.5,0.0,1267.5,IPL+T20I,54.0,690.0,9.5,Powerplay+Middle+Death,pace bowler,Tail,1267.5,-0.0,0.0,-0.0
Riyan Parag,0.2,0.2,0.2,RR,Batter,0.2,0,0,retained,687.0,0.0,687.0,IPL only,203.0,97.0,6.0,Middle,spin bowler,Lower,687.0,0.2,0.0,0.2
Rahul Tewatia,0.658,0.66,0.66,RR,Allrounder,3.0,0,0,retained,1678.0,0.0,1678.0,IPL only,248.0,459.0,7.0,Middle,spin bowler,Lower,1678.0,0.66,0.0,0.66
Manan Vohra,0.541,0.54,0.54,RR,Batter,0.2,0,0,retained,47.0,0.0,47.0,IPL only,47.0,0.0,1.5,,,Opener,47.0,0.54,0.0,0.54
Mahipal Lomror,0.435,0.44,0.44,RR,Allrounder,0.2,0,0,retained,207.0,0.0,207.0,IPL only,78.0,18.0,5.0,,spin bowler,Middle,207.0,0.44,0.0,0.44
Jos Buttler,1.5,1.5,1.5,RR,WK-Batter,4.4,0,1,retained,1558.0,0.0,1558.0,IPL+T20I,785.0,0.0,2.0,,,Opener,1558.0,1.5,0.0,1.5
Jofra Archer,1.213,1.21,1.21,RR,Bowler,7.2,0,1,retained,2122.3,0.0,2122.3,IPL+T20I,124.0,858.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,2122.3,1.21,0.0,1.21
Ben Stokes,0.51,0.51,0.51,RR,Allrounder,12.5,0,1,retained,1747.65,0.0,1747.65,IPL+T20I,460.0,437.0,4.0,Powerplay+Middle+Death,pace bowler,Middle,1747.65,0.51,0.0,0.51
Sanju Samson,1.404,1.4,1.4,RR,WK-Batter,8.0,0,0,retained,1508.7,0.0,1508.7,IPL+T20I,786.0,0.0,3.0,,,No3,1508.7,1.4,0.0,1.4
Mujeeb Ur Rahman,0.278,0.28,0.28,SRH,Bowler,1.5,0,1,sold,742.7,0.0,742.7,IPL+T20I,14.0,426.0,8.0,Powerplay+Middle+Death,spin bowler,Lower,742.7,0.28,0.0,0.28
Kedar Jadhav,0.189,0.19,0.19,SRH,Allrounder,2.0,0,0,sold,558.0,0.0,558.0,IPL only,257.0,0.0,5.0,,,Middle,558.0,0.19,0.0,0.19
Jagadeesha Suchith,0.478,0.48,0.48,SRH,Bowler,0.3,0,0,sold,78.0,0.0,78.0,IPL only,15.0,24.0,9.0,,spin bowler,Tail,78.0,0.48,0.0,0.48
Khaleel Ahmed,0.519,0.52,0.52,SRH,Bowler,3.0,0,0,retained,979.2,0.0,979.2,IPL+T20I,3.0,399.0,10.5,Powerplay+Middle+Death,pace bowler,Tail,979.2,0.52,0.0,0.52
T Natarajan,0.641,0.64,0.64,SRH,Bowler,0.4,0,0,retained,1181.4,0.0,1181.4,IPL+T20I,5.0,389.0,10.5,Powerplay+Middle+Death,pace bowler,Tail,1181.4,0.64,0.0,0.64
Rashid Khan,0.96,0.96,0.96,SRH,Bowler,9.0,0,1,retained,2568.95,0.0,2568.95,IPL+T20I,84.0,1162.0,8.0,Powerplay+Middle+Death,spin bowler,Lower,2568.95,0.96,0.0,0.96
Basil Thampi,0.237,0.24,0.24,SRH,Bowler,0.95,0,0,retained,287.0,0.0,287.0,IPL only,7.0,159.0,9.0,Middle+Death,pace bowler,Tail,287.0,0.24,0.0,0.24
Virat Singh,0.0,0.0,0.0,SRH,Batter,1.9,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Vijay Shankar,0.563,0.56,0.56,SRH,Allrounder,3.2,0,0,retained,1235.85,0.0,1235.85,IPL+T20I,437.0,170.0,5.0,Middle,pace bowler,Middle,1235.85,0.56,0.0,0.56
Sandeep Sharma,0.536,0.54,0.54,SRH,Bowler,3.0,0,0,retained,1767.0,0.0,1767.0,IPL only,22.0,855.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,1767.0,0.54,0.0,0.54
Jason Holder,0.64,0.64,0.64,SRH,Allrounder,0.75,0,1,retained,740.7,0.0,740.7,IPL+T20I,53.0,176.0,6.0,Powerplay+Middle+Death,pace bowler,Lower,740.7,0.64,0.0,0.64
Siddarth Kaul,0.296,0.3,0.3,SRH,Bowler,3.8,0,0,retained,828.3,0.0,828.3,IPL+T20I,15.0,597.0,9.5,Powerplay+Middle+Death,pace bowler,Tail,828.3,0.3,0.0,0.3
Bhuvneshwar Kumar,0.558,0.56,0.56,SRH,Bowler,8.5,0,0,retained,1404.2,0.0,1404.2,IPL+T20I,37.0,741.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,1404.2,0.56,0.0,0.56
Shahbaz Nadeem,0.138,0.14,0.14,SRH,Bowler,3.2,0,0,retained,635.0,0.0,635.0,IPL only,16.0,283.0,9.0,Powerplay+Middle,spin bowler,Tail,635.0,0.14,0.0,0.14
Shreevats Goswami,0.573,0.57,0.57,SRH,WK-Batter,1.0,0,0,retained,52.0,0.0,52.0,IPL only,44.0,0.0,2.0,,,Opener,52.0,0.57,0.0,0.57
Jonny Bairstow,1.204,1.2,1.2,SRH,WK-Batter,2.2,0,1,retained,1526.75,0.0,1526.75,IPL+T20I,555.0,0.0,2.0,,,Opener,1526.75,1.2,0.0,1.2
Manish Pandey,0.87,0.87,0.87,SRH,Batter,11.0,0,0,retained,1857.85,0.0,1857.85,IPL+T20I,842.0,0.0,3.0,,,No3,1857.85,0.87,0.0,0.87
Wriddhiman Saha,1.047,1.05,1.05,SRH,WK-Batter,1.2,0,0,retained,667.0,0.0,667.0,IPL only,308.0,0.0,2.0,,,Opener,667.0,1.05,0.0,1.05
Kane Williamson,0.972,0.97,0.97,SRH,Batter,3.0,0,1,retained,1635.35,0.0,1635.35,IPL+T20I,883.0,12.0,3.0,,spin bowler,No3,1635.35,0.97,0.0,0.97
Mitchell Marsh,0.561,0.56,0.56,SRH,Allrounder,2.0,0,1,retained,59.85,0.0,59.85,IPL+T20I,1.0,4.0,10.0,,pace bowler,Tail,59.85,0.56,0.0,0.56
Mohammad Nabi,1.009,1.01,1.01,SRH,Allrounder,1.0,0,1,retained,787.3,0.0,787.3,IPL+T20I,96.0,231.0,7.0,Powerplay+Middle,spin bowler,Lower,787.3,1.01,0.0,1.01
David Warner,1.302,1.3,1.3,SRH,Batter,12.0,0,1,retained,2319.5,0.0,2319.5,IPL+T20I,888.0,2.0,1.0,,spin bowler,Opener,2319.5,1.3,0.0,1.3
Abdul Samad,0.508,0.51,0.51,SRH,Batter,0.2,0,0,retained,321.0,0.0,321.0,IPL only,65.0,43.0,6.0,Middle,spin bowler,Lower,321.0,0.51,0.0,0.51
Abhishek Sharma,0.194,0.19,0.19,SRH,Allrounder,0.55,0,0,retained,425.0,0.0,425.0,IPL only,98.0,74.0,6.0,Middle,spin bowler,Lower,425.0,0.19,0.0,0.19
Priyam Garg,0.49,0.49,0.49,SRH,Batter,1.9,0,0,retained,333.0,0.0,333.0,IPL only,111.0,0.0,5.0,,,Middle,333.0,0.49,0.0,0.49
