player,pWAR_final,pWAR,WAR_recent,team,role,salary,capped,overseas,auctionStatus,ipl_balls_wtd,t20i_balls_wtd,balls_eq,source,ipl_balls_faced,ipl_balls_bowled,bat_pos,bowl_phase,bowl_kind,bat_group,balls_recent,pWAR_base,chg,WAR
Axar Patel,0.783,0.78,0.78,DC,Allrounder,9.0,1,0,retained,2350.8,0.0,2350.8,IPL+T20I,251.0,848.0,7.0,Powerplay+Middle+Death,spin bowler,Lower,2350.8,0.78,0.0,0.78
Mohit Sharma,0.0,0.0,0.0,GT,Bowler,0.5,1,0,sold,0.0,0.0,0.0,prior,0.0,25.0,,,pace bowler,,0.0,0.0,0.0,0.0
Josh Little,0.47,0.47,0.47,GT,Bowler,4.4,1,1,sold,235.05,0.0,235.05,T20I only,0.0,0.0,,,,,235.05,0.47,0.0,0.47
Urvil Patel,0.0,0.0,0.0,GT,WK-Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Shivam Mavi,0.346,0.35,0.35,GT,Bowler,6.0,0,0,sold,1025.0,0.0,1025.0,IPL only,41.0,508.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,1025.0,0.35,0.0,0.35
Srikar Bharat,0.644,0.64,0.64,GT,WK-Batter,1.2,0,0,sold,333.0,0.0,333.0,IPL only,163.0,0.0,3.0,,,No3,333.0,0.64,0.0,0.64
Odean Smith,-0.069,-0.07,-0.07,GT,Allrounder,0.5,1,1,sold,567.45,0.0,567.45,IPL+T20I,44.0,95.0,7.0,Middle,pace bowler,Lower,567.45,-0.07,0.0,-0.07
Kane Williamson,0.395,0.4,0.4,GT,Batter,2.0,1,1,sold,1677.05,0.0,1677.05,IPL+T20I,703.0,12.0,3.0,,spin bowler,No3,1677.05,0.4,0.0,0.4
Abhinav Manohar,0.656,0.66,0.66,GT,Batter,2.6,0,0,retained,225.0,0.0,225.0,IPL only,75.0,0.0,6.0,,,Lower,225.0,0.66,0.0,0.66
Sai Sudharsan,0.76,0.76,0.76,GT,Batter,0.2,0,0,retained,342.0,0.0,342.0,IPL only,114.0,0.0,3.0,,,No3,342.0,0.76,0.0,0.76
Rahul Tewatia,0.339,0.34,0.34,GT,Allrounder,9.0,0,0,retained,1748.0,0.0,1748.0,IPL only,477.0,551.0,6.0,Middle,spin bowler,Lower,1748.0,0.34,0.0,0.34
Sai Kishore,1.011,1.01,1.01,GT,Bowler,3.0,0,0,retained,288.0,0.0,288.0,IPL only,0.0,98.0,,Middle,spin bowler,,288.0,1.01,0.0,1.01
Alzarri Joseph,0.333,0.33,0.33,GT,Bowler,2.4,1,1,retained,666.6,0.0,666.6,IPL+T20I,7.0,185.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,666.6,0.33,0.0,0.33
Pradeep Sangwan,0.867,0.87,0.87,GT,Bowler,0.2,0,0,retained,177.0,0.0,177.0,IPL only,5.0,56.0,8.0,Middle,pace bowler,Lower,177.0,0.87,0.0,0.87
Noor Ahmad,0.0,0.0,0.0,GT,Bowler,0.3,0,1,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Yash Dayal,0.618,0.62,0.62,GT,Bowler,3.2,0,0,retained,588.0,0.0,588.0,IPL only,1.0,205.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,588.0,0.62,0.0,0.62
Matthew Wade,0.636,0.64,0.64,GT,WK-Batter,2.4,1,1,retained,590.7,0.0,590.7,IPL+T20I,138.0,0.0,2.5,,,No3,590.7,0.64,0.0,0.64
Wriddhiman Saha,0.779,0.78,0.78,GT,WK-Batter,1.9,1,0,retained,1210.0,0.0,1210.0,IPL only,552.0,0.0,1.0,,,Opener,1210.0,0.78,0.0,0.78
Darshan Nalkande,0.608,0.61,0.61,GT,Bowler,0.2,0,0,retained,93.0,0.0,93.0,IPL only,0.0,33.0,,Middle,pace bowler,,93.0,0.61,0.0,0.61
Jayant Yadav,0.675,0.68,0.68,GT,Allrounder,1.7,1,0,retained,298.0,0.0,298.0,IPL only,26.0,148.0,8.5,Powerplay+Middle,spin bowler,Tail,298.0,0.68,0.0,0.68
Vijay Shankar,0.501,0.5,0.5,GT,Allrounder,1.4,1,0,retained,547.0,0.0,547.0,IPL only,183.0,166.0,5.0,Middle,pace bowler,Middle,547.0,0.5,0.0,0.5
David Miller,0.847,0.85,0.85,GT,Batter,3.0,1,1,retained,1423.6,0.0,1423.6,IPL+T20I,450.0,0.0,5.0,,,Middle,1423.6,0.85,0.0,0.85
Mohammed Shami,0.59,0.59,0.59,GT,Bowler,6.25,1,0,retained,2163.0,0.0,2163.0,IPL+T20I,20.0,1034.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,2163.0,0.59,0.0,0.59
Shubman Gill,1.056,1.06,1.06,GT,Batter,8.0,1,0,retained,2274.0,0.0,2274.0,IPL only,1142.0,0.0,2.0,,,Opener,2274.0,1.06,0.0,1.06
Rashid Khan,0.869,0.87,0.87,GT,Bowler,15.0,1,1,retained,2746.8,0.0,2746.8,IPL+T20I,143.0,1116.0,8.0,Powerplay+Middle+Death,spin bowler,Lower,2746.8,0.87,0.0,0.87
Hardik Pandya,0.709,0.71,0.71,GT,Allrounder,15.0,1,0,retained,2479.5,0.0,2479.5,IPL+T20I,640.0,189.0,5.0,Powerplay+Middle,pace bowler,Middle,2479.5,0.71,0.0,0.71
Harshit Rana,0.41,0.41,0.41,KKR,Bowler,0.2,0,0,retained,99.0,0.0,99.0,IPL only,2.0,31.0,11.0,,pace bowler,Tail,99.0,0.41,0.0,0.41
Shakib Al Hasan,0.348,0.35,0.35,KKR,Allrounder,1.5,1,1,sold,817.5,0.0,817.5,IPL+T20I,48.0,157.0,7.0,Powerplay+Middle,spin bowler,Lower,817.5,0.35,0.0,0.35
Mandeep Singh,0.451,0.45,0.45,KKR,Batter,0.5,0,0,sold,206.0,0.0,206.0,IPL only,146.0,0.0,3.0,,,No3,206.0,0.45,0.0,0.45
Litton Das,0.69,0.69,0.69,KKR,WK-Batter,0.5,1,1,sold,256.65,0.0,256.65,T20I only,0.0,0.0,,,,,256.65,0.69,0.0,0.69
Kulwant Khejroliya,0.0,0.0,0.0,KKR,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
David Wiese,0.624,0.62,0.62,KKR,Allrounder,1.0,1,1,sold,46.8,0.0,46.8,T20I only,0.0,0.0,,,,,46.8,0.62,0.0,0.62
Suyash Sharma,0.0,0.0,0.0,KKR,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Narayan Jagadeesan,0.374,0.37,0.37,KKR,WK-Batter,0.9,0,0,sold,140.0,0.0,140.0,IPL only,66.0,0.0,4.0,,,Middle,140.0,0.37,0.0,0.37
Vaibhav Arora,0.385,0.38,0.38,KKR,Allrounder,0.6,0,0,sold,360.0,0.0,360.0,IPL only,13.0,110.0,10.0,Powerplay,pace bowler,Tail,360.0,0.38,0.0,0.38
Rahmanullah Gurbaz,0.742,0.74,0.74,KKR,WK-Batter,0.5,1,1,traded,174.45,0.0,174.45,T20I only,0.0,0.0,,,,,174.45,0.74,0.0,0.74
Umesh Yadav,0.995,1.0,1.0,KKR,Bowler,2.0,1,0,retained,1065.15,0.0,1065.15,IPL+T20I,42.0,343.0,9.0,Powerplay+Middle,pace bowler,Tail,1065.15,1.0,0.0,1.0
Shardul Thakur,0.333,0.33,0.33,KKR,Bowler,10.75,1,0,traded,2167.9,0.0,2167.9,IPL+T20I,113.0,906.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,2167.9,0.33,0.0,0.33
Tim Southee,0.698,0.7,0.7,KKR,Bowler,1.5,1,1,retained,1105.3,0.0,1105.3,IPL+T20I,17.0,294.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,1105.3,0.7,0.0,0.7
Lockie Ferguson,0.622,0.62,0.62,KKR,Bowler,10.0,1,1,traded,1530.4,0.0,1530.4,IPL+T20I,44.0,608.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,1530.4,0.62,0.0,0.62
Anukul Roy,0.407,0.41,0.41,KKR,Allrounder,0.2,0,0,retained,132.0,0.0,132.0,IPL only,2.0,42.0,8.0,Middle,spin bowler,Lower,132.0,0.41,0.0,0.41
Nitish Rana,0.951,0.95,0.95,KKR,Allrounder,8.0,1,0,retained,1715.1,0.0,1715.1,IPL+T20I,819.0,37.0,3.0,Middle,spin bowler,No3,1715.1,0.95,0.0,0.95
Rinku Singh,0.818,0.82,0.82,KKR,Batter,0.55,0,0,retained,362.0,0.0,362.0,IPL only,128.0,0.0,5.5,,,Lower,362.0,0.82,0.0,0.82
Shreyas Iyer,0.809,0.81,0.81,KKR,Batter,12.25,1,0,retained,1870.9,0.0,1870.9,IPL+T20I,890.0,6.0,3.0,,spin bowler,No3,1870.9,0.81,0.0,0.81
Sunil Narine,0.939,0.94,0.94,KKR,Allrounder,6.0,1,1,retained,2211.0,0.0,2211.0,IPL only,172.0,916.0,5.0,Powerplay+Middle+Death,spin bowler,Middle,2211.0,0.94,0.0,0.94
Venkatesh Iyer,0.611,0.61,0.61,KKR,Allrounder,8.0,1,0,retained,1299.95,0.0,1299.95,IPL+T20I,457.0,78.0,2.0,Middle+Death,pace bowler,Opener,1299.95,0.61,0.0,0.61
Varun Chakravarthy,0.564,0.56,0.56,KKR,Bowler,8.0,1,0,retained,1957.7,0.0,1957.7,IPL+T20I,37.0,974.0,10.0,Powerplay+Middle+Death,spin bowler,Tail,1957.7,0.56,0.0,0.56
Andre Russell,1.063,1.06,1.06,KKR,Allrounder,12.0,1,1,retained,1866.2,0.0,1866.2,IPL+T20I,393.0,412.0,6.0,Middle+Death,pace bowler,Lower,1866.2,1.06,0.0,1.06
Yudhvir Singh,0.0,0.0,0.0,LSG,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Naveen-ul-Haq,0.538,0.54,0.54,LSG,Allrounder,0.5,1,1,sold,104.7,0.0,104.7,T20I only,0.0,0.0,,,,,104.7,0.54,0.0,0.54
Swapnil Singh,0.0,0.0,0.0,LSG,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Prerak Mankad,0.0,0.0,0.0,LSG,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,1.0,0.0,7.0,,,Lower,0.0,0.0,0.0,0.0
Amit Mishra,0.603,0.6,0.6,LSG,Bowler,0.5,1,0,sold,229.0,0.0,229.0,IPL only,0.0,145.0,,Middle,spin bowler,,229.0,0.6,0.0,0.6
Daniel Sams,0.079,0.08,0.08,LSG,Allrounder,0.75,1,1,sold,1113.3,0.0,1113.3,IPL+T20I,44.0,389.0,7.0,Powerplay+Middle+Death,pace bowler,Lower,1113.3,0.08,0.0,0.08
Romario Shepherd,0.365,0.36,0.36,LSG,Bowler,0.5,1,1,sold,449.7,0.0,449.7,IPL+T20I,41.0,57.0,7.0,Middle,pace bowler,Lower,449.7,0.36,0.0,0.36
Yash Thakur,0.0,0.0,0.0,LSG,Bowler,0.45,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Jaydev Unadkat,0.384,0.38,0.38,LSG,Bowler,0.5,1,0,sold,944.0,0.0,944.0,IPL only,79.0,401.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,944.0,0.38,0.0,0.38
Nicholas Pooran,0.909,0.91,0.91,LSG,WK-Batter,16.0,1,1,sold,1292.4,0.0,1292.4,IPL+T20I,496.0,0.0,4.0,,,Middle,1292.4,0.91,0.0,0.91
Ravi Bishnoi,0.428,0.43,0.43,LSG,Bowler,4.0,1,0,retained,1849.55,0.0,1849.55,IPL+T20I,17.0,878.0,9.0,Powerplay+Middle+Death,spin bowler,Tail,1849.55,0.43,0.0,0.43
Deepak Hooda,0.775,0.77,0.77,LSG,Allrounder,5.75,1,0,retained,1694.0,0.0,1694.0,IPL+T20I,524.0,126.0,5.0,Middle+Death,spin bowler,Middle,1694.0,0.77,0.0,0.77
Mark Wood,0.623,0.62,0.62,LSG,Bowler,7.5,1,1,retained,148.35,0.0,148.35,T20I only,0.0,0.0,,,,,148.35,0.62,0.0,0.62
Avesh Khan,0.795,0.8,0.8,LSG,Bowler,10.0,0,0,retained,1782.8,0.0,1782.8,IPL+T20I,16.0,708.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,1782.8,0.8,0.0,0.8
Ayush Badoni,0.607,0.61,0.61,LSG,Allrounder,0.2,0,0,retained,426.0,0.0,426.0,IPL only,130.0,12.0,6.0,,spin bowler,Lower,426.0,0.61,0.0,0.61
Mayank Yadav,0.0,0.0,0.0,LSG,Bowler,0.2,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Mohsin Khan,1.136,1.14,1.14,LSG,Bowler,0.2,0,0,retained,642.0,0.0,642.0,IPL only,16.0,206.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,642.0,1.14,0.0,1.14
Manan Vohra,0.335,0.33,0.33,LSG,Batter,0.2,0,0,retained,111.0,0.0,111.0,IPL only,50.0,0.0,2.0,,,Opener,111.0,0.33,0.0,0.33
Krunal Pandya,0.436,0.44,0.44,LSG,Allrounder,8.25,1,0,retained,2164.5,0.0,2164.5,IPL+T20I,360.0,757.0,6.0,Powerplay+Middle+Death,spin bowler,Lower,2164.5,0.44,0.0,0.44
Krishnappa Gowtham,0.357,0.36,0.36,LSG,Allrounder,0.9,1,0,retained,294.0,0.0,294.0,IPL only,28.0,120.0,7.0,Middle,spin bowler,Lower,294.0,0.36,0.0,0.36
Karan Sharma,0.0,0.0,0.0,LSG,Allrounder,0.2,0,0,retained,0.0,0.0,0.0,prior,4.0,0.0,4.0,,,Middle,0.0,0.0,0.0,0.0
Kyle Mayers,0.601,0.6,0.6,LSG,Allrounder,0.5,1,1,retained,159.29999999999998,0.0,159.29999999999998,T20I only,0.0,0.0,,,,,159.29999999999998,0.6,0.0,0.6
Quinton de Kock,1.213,1.21,1.21,LSG,WK-Batter,6.75,1,1,retained,2145.3,0.0,2145.3,IPL+T20I,955.0,0.0,2.0,,,Opener,2145.3,1.21,0.0,1.21
KL Rahul,1.19,1.19,1.19,LSG,WK-Batter,17.0,1,0,retained,3029.8,0.0,3029.8,IPL+T20I,1424.0,0.0,1.0,,,Opener,3029.8,1.19,0.0,1.19
Marcus Stoinis,0.494,0.49,0.49,LSG,Allrounder,9.2,1,1,retained,1370.75,0.0,1370.75,IPL+T20I,415.0,297.0,5.0,Powerplay+Middle+Death,pace bowler,Middle,1370.75,0.49,0.0,0.49
Raghav Goyal,0.0,0.0,0.0,MI,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Nehal Wadhera,0.0,0.0,0.0,MI,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Shams Mulani,0.0,0.0,0.0,MI,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Vishnu Vinod,0.0,0.0,0.0,MI,WK-Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Duan Jansen,0.0,0.0,0.0,MI,Allrounder,0.2,0,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Piyush Chawla,0.415,0.41,0.41,MI,Bowler,0.5,1,0,sold,179.0,0.0,179.0,IPL only,2.0,152.0,9.0,Middle,spin bowler,Tail,179.0,0.41,0.0,0.41
Jhye Richardson,0.209,0.21,0.21,MI,Bowler,1.5,1,1,sold,268.5,0.0,268.5,IPL+T20I,24.0,69.0,7.0,Middle,pace bowler,Lower,268.5,0.21,0.0,0.21
Cameron Green,0.661,0.66,0.66,MI,Allrounder,17.5,1,1,sold,90.45,0.0,90.45,T20I only,0.0,0.0,,,,,90.45,0.66,0.0,0.66
Tristan Stubbs,0.597,0.6,0.6,MI,WK-Batter,0.2,1,1,retained,62.4,0.0,62.4,IPL+T20I,4.0,0.0,5.5,,,Lower,62.4,0.6,0.0,0.6
Akash Madhwal,0.0,0.0,0.0,MI,Bowler,0.2,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Kumar Kartikeya,0.797,0.8,0.8,MI,Allrounder,0.2,0,0,retained,249.0,0.0,249.0,IPL only,5.0,78.0,9.0,Middle,spin bowler,Tail,249.0,0.8,0.0,0.8
Dewald Brevis,0.911,0.91,0.91,MI,Batter,3.0,0,1,retained,348.0,0.0,348.0,IPL only,113.0,3.0,3.0,,spin bowler,No3,348.0,0.91,0.0,0.91
Tim David,1.259,1.26,1.26,MI,Allrounder,8.25,1,1,retained,314.4,0.0,314.4,IPL+T20I,89.0,0.0,5.0,,,Middle,314.4,1.26,0.0,1.26
Ramandeep Singh,0.433,0.43,0.43,MI,Batter,0.2,0,0,retained,228.0,0.0,228.0,IPL only,40.0,41.0,6.5,,pace bowler,Lower,228.0,0.43,0.0,0.43
Jason Behrendorff,0.0,0.0,0.0,MI,Bowler,0.75,1,1,traded,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Jofra Archer,0.961,0.96,0.96,MI,Bowler,8.0,1,1,retained,458.7,0.0,458.7,IPL+T20I,63.0,345.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,458.7,0.96,0.0,0.96
