player,pWAR_final,pWAR,WAR_recent,team,role,salary,capped,overseas,auctionStatus,ipl_balls_wtd,t20i_balls_wtd,balls_eq,source,ipl_balls_faced,ipl_balls_bowled,bat_pos,bowl_phase,bowl_kind,bat_group,balls_recent,pWAR_base,chg,WAR
Tilak Varma,0.835,0.83,0.83,MI,Batter,1.7,0,0,retained,945.0,0.0,945.0,IPL only,303.0,12.0,4.0,,spin bowler,Middle,945.0,0.83,0.0,0.83
Ishan Kishan,0.931,0.93,0.93,MI,WK-Batter,15.25,1,0,retained,1944.3,0.0,1944.3,IPL+T20I,882.0,0.0,2.0,,,Opener,1944.3,0.93,0.0,0.93
Arshad Khan,0.0,0.0,0.0,MI,Bowler,0.2,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Arjun Tendulkar,0.0,0.0,0.0,MI,Allrounder,0.3,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Hrithik Shokeen,0.287,0.29,0.29,MI,Allrounder,0.2,0,0,retained,414.0,0.0,414.0,IPL only,48.0,94.0,6.0,Middle,spin bowler,Lower,414.0,0.29,0.0,0.29
Suryakumar Yadav,1.327,1.33,1.33,MI,Batter,8.0,1,0,retained,1709.75,0.0,1709.75,IPL+T20I,760.0,0.0,3.0,,,No3,1709.75,1.33,0.0,1.33
Jasprit Bumrah,1.018,1.02,1.02,MI,Bowler,12.0,1,0,retained,2141.4,0.0,2141.4,IPL+T20I,28.0,1046.0,9.5,Powerplay+Middle+Death,pace bowler,Tail,2141.4,1.02,0.0,1.02
Rohit Sharma,0.727,0.73,0.73,MI,Batter,16.0,1,0,retained,1827.95,0.0,1827.95,IPL+T20I,782.0,7.0,1.0,,spin bowler,Opener,1827.95,0.73,0.0,0.73
Shivam Singh,0.0,0.0,0.0,PBKS,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Mohit Rathee,0.0,0.0,0.0,PBKS,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Vidwath Kaverappa,0.0,0.0,0.0,PBKS,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Harpreet Singh,0.0,0.0,0.0,PBKS,Batter,0.4,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Sikandar Raza,0.532,0.53,0.53,PBKS,Allrounder,0.5,1,1,sold,141.15,0.0,141.15,T20I only,0.0,0.0,,,,,141.15,0.53,0.0,0.53
Sam Curran,0.524,0.52,0.52,PBKS,Allrounder,18.5,1,1,sold,1121.5,0.0,1121.5,IPL+T20I,170.0,474.0,6.0,Powerplay+Middle+Death,pace bowler,Lower,1121.5,0.52,0.0,0.52
Harpreet Brar,0.615,0.62,0.62,PBKS,Bowler,3.8,0,0,retained,779.0,0.0,779.0,IPL only,83.0,266.0,7.0,Powerplay+Middle,spin bowler,Lower,779.0,0.62,0.0,0.62
Atharva Taide,0.0,0.0,0.0,PBKS,Allrounder,0.2,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
M Shahrukh Khan,0.444,0.44,0.44,PBKS,Batter,9.0,0,0,retained,552.0,0.0,552.0,IPL only,222.0,0.0,6.0,,,Lower,552.0,0.44,0.0,0.44
Rahul Chahar,0.325,0.33,0.33,PBKS,Bowler,5.25,1,0,retained,1940.5,0.0,1940.5,IPL+T20I,87.0,874.0,9.0,Middle+Death,spin bowler,Tail,1940.5,0.33,0.0,0.33
Jitesh Sharma,0.813,0.81,0.81,PBKS,WK-Batter,0.2,0,0,retained,429.0,0.0,429.0,IPL only,143.0,0.0,5.0,,,Middle,429.0,0.81,0.0,0.81
Nathan Ellis,0.56,0.56,0.56,PBKS,Bowler,0.75,1,1,retained,330.8,0.0,330.8,IPL+T20I,18.0,108.0,8.0,Middle+Death,pace bowler,Lower,330.8,0.56,0.0,0.56
Prabhsimran Singh,0.501,0.5,0.5,PBKS,WK-Batter,0.6,0,0,retained,94.0,0.0,94.0,IPL only,49.0,0.0,2.0,,,Opener,94.0,0.5,0.0,0.5
Rishi Dhawan,0.558,0.56,0.56,PBKS,Allrounder,0.55,1,0,retained,462.0,0.0,462.0,IPL only,40.0,119.0,7.5,Middle,pace bowler,Lower,462.0,0.56,0.0,0.56
Bhanuka Rajapaksa,1.213,1.21,1.21,PBKS,Batter,0.5,1,1,retained,543.3,0.0,543.3,IPL+T20I,129.0,0.0,3.0,,,No3,543.3,1.21,0.0,1.21
Jonny Bairstow,1.053,1.05,1.05,PBKS,WK-Batter,6.75,1,1,retained,1288.9,0.0,1288.9,IPL+T20I,622.0,0.0,2.0,,,Opener,1288.9,1.05,0.0,1.05
Raj Bawa,0.543,0.54,0.54,PBKS,Bowler,2.0,0,0,retained,42.0,0.0,42.0,IPL only,14.0,0.0,5.0,,,Middle,42.0,0.54,0.0,0.54
Liam Livingstone,0.902,0.9,0.9,PBKS,Allrounder,11.5,1,1,retained,1429.15,0.0,1429.15,IPL+T20I,281.0,144.0,4.0,Middle,spin bowler,Middle,1429.15,0.9,0.0,0.9
Baltej Singh,0.0,0.0,0.0,PBKS,Allrounder,0.2,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Kagiso Rabada,0.509,0.51,0.51,PBKS,Bowler,9.25,1,1,retained,2396.65,0.0,2396.65,IPL+T20I,98.0,1060.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,2396.65,0.51,0.0,0.51
Shikhar Dhawan,1.061,1.06,1.06,PBKS,Batter,8.25,1,0,retained,2540.5,0.0,2540.5,IPL+T20I,1273.0,0.0,2.0,,,Opener,2540.5,1.06,0.0,1.06
Arshdeep Singh,0.611,0.61,0.61,PBKS,Bowler,4.0,1,0,retained,1829.05,0.0,1829.05,IPL+T20I,35.0,738.0,11.0,Powerplay+Middle+Death,pace bowler,Tail,1829.05,0.61,0.0,0.61
Sonu Yadav,0.0,0.0,0.0,RCB,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Avinash Singh,0.0,0.0,0.0,RCB,Bowler,0.6,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Rajan Kumar,0.0,0.0,0.0,RCB,Bowler,0.7,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Manoj Bhandage,0.0,0.0,0.0,RCB,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Will Jacks,0.0,0.0,0.0,RCB,Allrounder,3.2,1,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Himanshu Sharma,0.0,0.0,0.0,RCB,Bowler,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Reece Topley,0.658,0.66,0.66,RCB,Bowler,1.9,1,1,sold,171.0,0.0,171.0,T20I only,0.0,0.0,,,,,171.0,0.66,0.0,0.66
Rajat Patidar,1.044,1.04,1.04,RCB,Batter,0.2,0,0,retained,778.0,0.0,778.0,IPL only,280.0,0.0,3.0,,,No3,778.0,1.04,0.0,1.04
Shahbaz Ahmed,0.314,0.31,0.31,RCB,Allrounder,2.4,1,0,retained,1487.0,0.0,1487.0,IPL only,235.0,341.0,6.0,Powerplay+Middle,spin bowler,Lower,1487.0,0.31,0.0,0.31
Siddarth Kaul,0.245,0.25,0.25,RCB,Bowler,0.75,1,0,retained,475.0,0.0,475.0,IPL only,8.0,231.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,475.0,0.25,0.0,0.25
Anuj Rawat,0.176,0.18,0.18,RCB,WK-Batter,3.4,0,0,retained,356.0,0.0,356.0,IPL only,119.0,0.0,2.0,,,Opener,356.0,0.18,0.0,0.18
Suyash Prabhudessai,0.425,0.43,0.43,RCB,Batter,0.3,0,0,retained,177.0,0.0,177.0,IPL only,59.0,0.0,5.0,,,Middle,177.0,0.43,0.0,0.43
Finn Allen,0.768,0.77,0.77,RCB,WK-Batter,0.8,1,1,retained,143.85,0.0,143.85,T20I only,0.0,0.0,,,,,143.85,0.77,0.0,0.77
Josh Hazlewood,0.689,0.69,0.69,RCB,Bowler,7.75,1,1,retained,1677.6,0.0,1677.6,IPL+T20I,26.0,565.0,11.0,Powerplay+Middle+Death,pace bowler,Tail,1677.6,0.69,0.0,0.69
Mahipal Lomror,0.629,0.63,0.63,RCB,Allrounder,0.95,0,0,retained,491.0,0.0,491.0,IPL only,184.0,55.0,5.0,Middle,spin bowler,Middle,491.0,0.63,0.0,0.63
Dinesh Karthik,0.977,0.98,0.98,RCB,WK-Batter,5.5,1,0,retained,1108.05,0.0,1108.05,IPL+T20I,484.0,0.0,6.0,,,Lower,1108.05,0.98,0.0,0.98
Harshal Patel,0.779,0.78,0.78,RCB,Bowler,10.75,1,0,retained,2195.25,0.0,2195.25,IPL+T20I,109.0,797.0,8.0,Middle+Death,pace bowler,Lower,2195.25,0.78,0.0,0.78
Karn Sharma,0.494,0.49,0.49,RCB,Bowler,0.5,1,0,retained,114.0,0.0,114.0,IPL only,0.0,118.0,,Middle,spin bowler,,114.0,0.49,0.0,0.49
David Willey,0.324,0.32,0.32,RCB,Allrounder,2.0,1,1,retained,433.5,0.0,433.5,IPL+T20I,30.0,66.0,4.5,Powerplay,pace bowler,Middle,433.5,0.32,0.0,0.32
Wanindu Hasaranga,0.0,0.0,0.0,RCB,Allrounder,10.75,1,1,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Faf du Plessis,1.066,1.07,1.07,RCB,Batter,7.0,1,1,retained,2355.65,0.0,2355.65,IPL+T20I,1144.0,0.0,2.0,,,Opener,2355.65,1.07,0.0,1.07
Mohammed Siraj,0.074,0.07,0.07,RCB,Bowler,7.0,1,0,retained,1926.8,0.0,1926.8,IPL+T20I,73.0,818.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,1926.8,0.07,0.0,0.07
Glenn Maxwell,0.976,0.98,0.98,RCB,Allrounder,11.0,1,1,retained,2362.1,0.0,2362.1,IPL+T20I,640.0,371.0,4.0,Powerplay+Middle,spin bowler,Middle,2362.1,0.98,0.0,0.98
Virat Kohli,0.705,0.71,0.71,RCB,Batter,15.0,1,0,retained,2296.95,0.0,2296.95,IPL+T20I,1017.0,0.0,2.0,,,Opener,2296.95,0.71,0.0,0.71
Akash Deep,0.147,0.15,0.15,RCB,Bowler,0.2,0,0,retained,351.0,0.0,351.0,IPL only,2.0,119.0,9.0,Middle,pace bowler,Tail,351.0,0.15,0.0,0.15
Joe Root,0.0,0.0,0.0,RR,Batter,1.0,1,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Abdul Basith,0.0,0.0,0.0,RR,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Akash Vashist,0.0,0.0,0.0,RR,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Murugan Ashwin,0.162,0.16,0.16,RR,Bowler,0.2,0,0,sold,939.0,0.0,939.0,IPL only,42.0,441.0,8.0,Powerplay+Middle+Death,spin bowler,Lower,939.0,0.16,0.0,0.16
KM Asif,0.0,0.0,0.0,RR,Bowler,0.3,0,0,sold,0.0,0.0,0.0,prior,0.0,14.0,,,pace bowler,,0.0,0.0,0.0,0.0
Adam Zampa,0.414,0.41,0.41,RR,Bowler,1.5,1,1,sold,392.25,0.0,392.25,IPL+T20I,0.0,67.0,,Middle,spin bowler,,392.25,0.41,0.0,0.41
Kunal Singh Rathore,0.0,0.0,0.0,RR,WK-Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Donovan Ferreira,0.0,0.0,0.0,RR,WK-Batter,0.5,0,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Jason Holder,0.557,0.56,0.56,RR,Allrounder,5.75,1,1,sold,1954.65,0.0,1954.65,IPL+T20I,169.0,645.0,7.0,Powerplay+Middle+Death,pace bowler,Lower,1954.65,0.56,0.0,0.56
Dhruv Jurel,0.0,0.0,0.0,RR,WK-Batter,0.2,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Obed McCoy,0.67,0.67,0.67,RR,Bowler,0.75,1,1,retained,690.6,0.0,690.6,IPL+T20I,5.0,173.0,9.0,Middle+Death,pace bowler,Tail,690.6,0.67,0.0,0.67
Riyan Parag,0.195,0.19,0.19,RR,Allrounder,3.8,0,0,retained,797.0,0.0,797.0,IPL only,292.0,78.0,6.0,Middle,spin bowler,Lower,797.0,0.19,0.0,0.19
Yuzvendra Chahal,0.522,0.52,0.52,RR,Bowler,6.5,1,0,retained,2523.6,0.0,2523.6,IPL+T20I,38.0,1100.0,11.0,Powerplay+Middle+Death,spin bowler,Tail,2523.6,0.52,0.0,0.52
Kuldeep Sen,0.543,0.54,0.54,RR,Bowler,0.2,1,0,retained,462.0,0.0,462.0,IPL only,3.0,157.0,11.0,Middle+Death,pace bowler,Tail,462.0,0.54,0.0,0.54
Prasidh Krishna,0.543,0.54,0.54,RR,Bowler,10.0,1,0,retained,1833.0,0.0,1833.0,IPL only,17.0,794.0,11.0,Powerplay+Middle+Death,pace bowler,Tail,1833.0,0.54,0.0,0.54
KC Cariappa,0.0,0.0,0.0,RR,Bowler,0.3,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Navdeep Saini,0.254,0.25,0.25,RR,Bowler,2.6,1,0,retained,493.9,0.0,493.9,IPL+T20I,33.0,352.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,493.9,0.25,0.0,0.25
Kuldip Yadav,0.537,0.54,0.54,RR,Bowler,0.2,0,0,retained,32.0,0.0,32.0,IPL only,4.0,12.0,10.0,,pace bowler,Tail,32.0,0.54,0.0,0.54
Devdutt Padikkal,0.737,0.74,0.74,RR,Batter,7.75,1,0,retained,1964.4,0.0,1964.4,IPL+T20I,1013.0,0.0,2.0,,,Opener,1964.4,0.74,0.0,0.74
Shimron Hetmyer,0.886,0.89,0.89,RR,Batter,8.5,1,1,retained,1161.65,0.0,1161.65,IPL+T20I,473.0,0.0,5.0,,,Middle,1161.65,0.89,0.0,0.89
Trent Boult,0.409,0.41,0.41,RR,Bowler,8.0,1,1,retained,2372.3,0.0,2372.3,IPL+T20I,34.0,1054.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,2372.3,0.41,0.0,0.41
Ravichandran Ashwin,0.601,0.6,0.6,RR,Allrounder,5.0,1,0,retained,2719.55,0.0,2719.55,IPL+T20I,211.0,1009.0,7.0,Powerplay+Middle+Death,spin bowler,Lower,2719.55,0.6,0.0,0.6
Yashasvi Jaiswal,1.19,1.19,1.19,RR,Batter,4.0,0,0,retained,965.0,0.0,965.0,IPL only,406.0,1.0,2.0,,spin bowler,Opener,965.0,1.19,0.0,1.19
Jos Buttler,1.325,1.32,1.32,RR,WK-Batter,10.0,1,1,retained,2577.85,0.0,2577.85,IPL+T20I,972.0,0.0,1.0,,,Opener,2577.85,1.32,0.0,1.32
Sanju Samson,1.062,1.06,1.06,RR,WK-Batter,14.0,1,0,retained,1948.55,0.0,1948.55,IPL+T20I,902.0,0.0,3.0,,,No3,1948.55,1.06,0.0,1.06
Akeal Hosein,0.536,0.54,0.54,SRH,Bowler,1.0,1,1,sold,265.95,0.0,265.95,T20I only,0.0,0.0,,,,,265.95,0.54,0.0,0.54
Anmolpreet Singh,0.648,0.65,0.65,SRH,Batter,0.2,0,0,sold,67.0,0.0,67.0,IPL only,27.0,0.0,3.0,,,No3,67.0,0.65,0.0,0.65
Nitish Kumar Reddy,0.0,0.0,0.0,SRH,WK-Batter,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Mayank Dagar,0.0,0.0,0.0,SRH,Allrounder,1.8,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Upendra Yadav,0.0,0.0,0.0,SRH,WK-Batter,0.25,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Sanvir Singh,0.0,0.0,0.0,SRH,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Samarth Vyas,0.0,0.0,0.0,SRH,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Vivrant Sharma,0.0,0.0,0.0,SRH,Allrounder,2.6,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Mayank Agarwal,1.159,1.16,1.16,SRH,Batter,8.25,1,0,sold,1379.0,0.0,1379.0,IPL only,745.0,0.0,2.0,,,Opener,1379.0,1.16,0.0,1.16
Mayank Markande,0.522,0.52,0.52,SRH,Bowler,0.5,1,0,sold,162.0,0.0,162.0,IPL only,0.0,60.0,,Middle,spin bowler,,162.0,0.52,0.0,0.52
Adil Rashid,0.349,0.35,0.35,SRH,Bowler,2.0,1,1,sold,430.65,0.0,430.65,IPL+T20I,0.0,18.0,,,spin bowler,,430.65,0.35,0.0,0.35
Heinrich Klaasen,0.684,0.68,0.68,SRH,WK-Batter,5.25,1,1,sold,121.05,0.0,121.05,T20I only,0.0,0.0,,,,,121.05,0.68,0.0,0.68
Harry Brook,0.593,0.59,0.59,SRH,Batter,13.25,1,1,sold,121.5,0.0,121.5,T20I only,0.0,0.0,,,,,121.5,0.59,0.0,0.59
Rahul Tripathi,1.333,1.33,1.33,SRH,Batter,8.5,0,0,retained,1530.0,0.0,1530.0,IPL only,725.0,0.0,3.0,,,No3,1530.0,1.33,0.0,1.33
Fazalhaq Farooqi,0.535,0.54,0.54,SRH,Bowler,0.5,1,1,retained,370.05,0.0,370.05,IPL+T20I,8.0,76.0,10.0,Middle,pace bowler,Tail,370.05,0.54,0.0,0.54
Abhishek Sharma,0.67,0.67,0.67,SRH,Allrounder,6.5,0,0,retained,1418.0,0.0,1418.0,IPL only,451.0,148.0,2.0,Middle,spin bowler,Opener,1418.0,0.67,0.0,0.67
Glenn Phillips,0.704,0.7,0.7,SRH,WK-Batter,1.5,1,1,retained,390.0,0.0,390.0,IPL+T20I,33.0,13.0,5.0,,spin bowler,Middle,390.0,0.7,0.0,0.7
T Natarajan,0.372,0.37,0.37,SRH,Bowler,4.0,1,0,retained,1271.0,0.0,1271.0,IPL+T20I,5.0,711.0,10.5,Powerplay+Middle+Death,pace bowler,Tail,1271.0,0.37,0.0,0.37
Kartik Tyagi,0.278,0.28,0.28,SRH,Bowler,4.0,0,0,retained,582.0,0.0,582.0,IPL only,16.0,388.0,9.5,Powerplay+Middle+Death,pace bowler,Tail,582.0,0.28,0.0,0.28
Bhuvneshwar Kumar,0.632,0.63,0.63,SRH,Bowler,4.2,1,0,retained,2007.7,0.0,2007.7,IPL+T20I,58.0,677.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,2007.7,0.63,0.0,0.63
Washington Sundar,0.36,0.36,0.36,SRH,Allrounder,8.75,1,0,retained,1456.0,0.0,1456.0,IPL+T20I,211.0,570.0,6.0,Powerplay+Middle+Death,spin bowler,Lower,1456.0,0.36,0.0,0.36
Marco Jansen,0.566,0.57,0.57,SRH,Allrounder,4.2,1,1,retained,695.9,0.0,695.9,IPL+T20I,10.0,241.0,8.0,Powerplay+Middle,pace bowler,Lower,695.9,0.57,0.0,0.57
Aiden Markram,0.801,0.8,0.8,SRH,Batter,2.6,1,1,retained,1459.15,0.0,1459.15,IPL+T20I,393.0,61.0,4.0,Middle,spin bowler,Middle,1459.15,0.8,0.0,0.8
Umran Malik,0.523,0.52,0.52,SRH,Bowler,4.0,1,0,retained,1090.2,0.0,1090.2,IPL+T20I,8.0,388.0,10.0,Middle+Death,pace bowler,Tail,1090.2,0.52,0.0,0.52
Abdul Samad,0.533,0.53,0.53,SRH,Allrounder,4.0,0,0,retained,332.0,0.0,332.0,IPL only,159.0,55.0,6.0,Middle,spin bowler,Lower,332.0,0.53,0.0,0.53
