player,pWAR_final,pWAR,WAR_recent,team,role,salary,capped,overseas,auctionStatus,ipl_balls_wtd,t20i_balls_wtd,balls_eq,source,ipl_balls_faced,ipl_balls_bowled,bat_pos,bowl_phase,bowl_kind,bat_group,balls_recent,pWAR_base,chg,WAR
Vaibhav Arora,0.344,0.34,0.34,KKR,Bowler,0.6,0,0,retained,546.0,0.0,546.0,IPL only,15.0,217.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,546.0,0.34,0.0,0.34
Harshit Rana,0.434,0.43,0.43,KKR,Bowler,0.2,0,0,retained,378.0,0.0,378.0,IPL only,3.0,139.0,11.0,Powerplay+Middle,pace bowler,Tail,378.0,0.43,0.0,0.43
Suyash Sharma,0.413,0.41,0.41,KKR,Bowler,0.2,0,0,retained,705.0,0.0,705.0,IPL only,0.0,239.0,,Middle+Death,spin bowler,,705.0,0.41,0.0,0.41
Jason Roy,0.938,0.94,0.94,KKR,Batter,2.8,1,1,retained,790.9,0.0,790.9,IPL+T20I,310.0,0.0,1.0,,,Opener,790.9,0.94,0.0,0.94
Rahmanullah Gurbaz,0.547,0.55,0.55,KKR,WK-Batter,0.5,1,1,retained,700.05,0.0,700.05,IPL+T20I,170.0,0.0,2.0,,,Opener,700.05,0.55,0.0,0.55
Rinku Singh,0.884,0.88,0.88,KKR,Batter,0.55,1,0,retained,1250.25,0.0,1250.25,IPL+T20I,434.0,0.0,6.0,,,Lower,1250.25,0.88,0.0,0.88
Nitish Rana,0.904,0.9,0.9,KKR,Batter,8.0,1,0,retained,1894.05,0.0,1894.05,IPL+T20I,858.0,78.0,4.0,Middle,mixture/unknown,Middle,1894.05,0.9,0.0,0.9
Shreyas Iyer,0.739,0.74,0.74,KKR,Batter,12.25,1,0,retained,910.25,0.0,910.25,IPL+T20I,469.0,6.0,3.0,,spin bowler,No3,910.25,0.74,0.0,0.74
Venkatesh Iyer,0.651,0.65,0.65,KKR,Allrounder,8.0,1,0,retained,1584.3,0.0,1584.3,IPL+T20I,734.0,78.0,2.0,Middle+Death,pace bowler,Opener,1584.3,0.65,0.0,0.65
Sunil Narine,0.708,0.71,0.71,KKR,Allrounder,6.0,1,1,retained,2076.0,0.0,2076.0,IPL only,112.0,982.0,7.0,Powerplay+Middle+Death,spin bowler,Lower,2076.0,0.71,0.0,0.71
Anukul Roy,0.32,0.32,0.32,KKR,Allrounder,0.2,0,0,retained,289.0,0.0,289.0,IPL only,21.0,93.0,8.0,Middle,spin bowler,Lower,289.0,0.32,0.0,0.32
Andre Russell,0.67,0.67,0.67,KKR,Allrounder,12.0,1,1,retained,1834.0,0.0,1834.0,IPL+T20I,468.0,397.0,6.0,Powerplay+Middle+Death,pace bowler,Lower,1834.0,0.67,0.0,0.67
Mohsin Khan,0.487,0.49,0.49,LSG,Bowler,0.2,0,0,retained,629.0,0.0,629.0,IPL only,23.0,270.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,629.0,0.49,0.0,0.49
Mayank Yadav,0.0,0.0,0.0,LSG,Bowler,0.2,0,0,retained,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Krishnappa Gowtham,0.43,0.43,0.43,LSG,Allrounder,0.9,1,0,retained,545.0,0.0,545.0,IPL only,38.0,172.0,8.0,Powerplay+Middle,spin bowler,Lower,545.0,0.43,0.0,0.43
Arshad Khan,-0.133,-0.13,-0.13,LSG,Bowler,0.2,0,0,sold,300.0,0.0,300.0,IPL only,15.0,97.0,8.0,Powerplay,pace bowler,Lower,300.0,-0.13,0.0,-0.13
David Willey,0.685,0.69,0.69,LSG,Allrounder,2.0,1,1,sold,650.25,0.0,650.25,IPL+T20I,62.0,160.0,9.0,Powerplay+Middle,pace bowler,Tail,650.25,0.69,0.0,0.69
Ashton Turner,0.0,0.0,0.0,LSG,Batter,1.0,1,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Manimaran Siddharth,0.0,0.0,0.0,LSG,Bowler,2.4,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Arshin Kulkarni,0.0,0.0,0.0,LSG,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Shivam Mavi,0.288,0.29,0.29,LSG,Bowler,6.4,1,0,sold,544.35,0.0,544.35,IPL+T20I,27.0,346.0,8.0,Powerplay+Middle+Death,pace bowler,Lower,544.35,0.29,0.0,0.29
Naveen-ul-Haq,0.525,0.52,0.52,LSG,Bowler,0.5,1,1,retained,654.75,0.0,654.75,IPL+T20I,21.0,175.0,10.0,Powerplay+Middle+Death,pace bowler,Tail,654.75,0.52,0.0,0.52
Amit Mishra,0.239,0.24,0.24,LSG,Bowler,0.5,1,0,retained,516.0,0.0,516.0,IPL only,30.0,199.0,9.0,Middle+Death,spin bowler,Tail,516.0,0.24,0.0,0.24
Yash Thakur,0.556,0.56,0.56,LSG,Bowler,0.45,0,0,retained,579.0,0.0,579.0,IPL only,0.0,207.0,,Middle+Death,pace bowler,,579.0,0.56,0.0,0.56
Ravi Bishnoi,0.302,0.3,0.3,LSG,Bowler,4.0,1,0,retained,2056.2,0.0,2056.2,IPL+T20I,32.0,872.0,9.0,Powerplay+Middle+Death,spin bowler,Tail,2056.2,0.3,0.0,0.3
Mark Wood,0.625,0.62,0.62,LSG,Bowler,7.5,1,1,retained,387.3,0.0,387.3,IPL+T20I,5.0,102.0,9.0,Middle+Death,pace bowler,Tail,387.3,0.62,0.0,0.62
Yudhvir Singh,0.542,0.54,0.54,LSG,Allrounder,0.2,0,0,retained,150.0,0.0,150.0,IPL only,2.0,50.0,8.5,Powerplay,pace bowler,Tail,150.0,0.54,0.0,0.54
Prerak Mankad,0.58,0.58,0.58,LSG,Allrounder,0.2,0,0,retained,218.0,0.0,218.0,IPL only,73.0,0.0,3.0,,,No3,218.0,0.58,0.0,0.58
Marcus Stoinis,0.851,0.85,0.85,LSG,Allrounder,9.2,1,1,retained,1656.85,0.0,1656.85,IPL+T20I,450.0,182.0,5.0,Powerplay+Middle+Death,pace bowler,Middle,1656.85,0.85,0.0,0.85
Ayush Badoni,0.619,0.62,0.62,LSG,Batter,0.2,0,0,retained,803.0,0.0,803.0,IPL only,302.0,13.0,6.0,,spin bowler,Lower,803.0,0.62,0.0,0.62
Kyle Mayers,0.934,0.93,0.93,LSG,Allrounder,0.5,1,1,retained,1091.4,0.0,1091.4,IPL+T20I,263.0,46.0,2.0,Powerplay,pace bowler,Opener,1091.4,0.93,0.0,0.93
Krunal Pandya,0.385,0.39,0.39,LSG,Allrounder,8.25,1,0,retained,2323.25,0.0,2323.25,IPL+T20I,433.0,695.0,5.0,Powerplay+Middle+Death,spin bowler,Middle,2323.25,0.39,0.0,0.39
Deepak Hooda,0.578,0.58,0.58,LSG,Allrounder,5.75,1,0,retained,1331.25,0.0,1331.25,IPL+T20I,543.0,126.0,4.0,Middle+Death,spin bowler,Middle,1331.25,0.58,0.0,0.58
Devdutt Padikkal,0.485,0.49,0.49,LSG,Batter,7.75,1,0,traded,1545.7,0.0,1545.7,IPL+T20I,834.0,0.0,2.5,,,No3,1545.7,0.49,0.0,0.49
Nicholas Pooran,1.253,1.25,1.25,LSG,WK-Batter,16.0,1,1,retained,1388.15,0.0,1388.15,IPL+T20I,495.0,0.0,5.0,,,Middle,1388.15,1.25,0.0,1.25
Quinton de Kock,1.069,1.07,1.07,LSG,WK-Batter,6.75,1,1,retained,1405.25,0.0,1405.25,IPL+T20I,699.0,0.0,2.0,,,Opener,1405.25,1.07,0.0,1.07
KL Rahul,0.998,1.0,1.0,LSG,WK-Batter,17.0,1,0,retained,2213.6,0.0,2213.6,IPL+T20I,1148.0,0.0,1.0,,,Opener,2213.6,1.0,0.0,1.0
Shivalik Sharma,0.0,0.0,0.0,MI,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Mohammad Nabi,0.396,0.4,0.4,MI,Allrounder,1.5,1,1,sold,292.4,0.0,292.4,IPL+T20I,20.0,48.0,5.0,Middle,spin bowler,Middle,292.4,0.4,0.0,0.4
Nuwan Thushara,0.0,0.0,0.0,MI,Bowler,4.8,1,1,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Anshul Kamboj,0.0,0.0,0.0,MI,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Naman Dhir,0.0,0.0,0.0,MI,Allrounder,0.2,0,0,sold,0.0,0.0,0.0,prior,0.0,0.0,,,,,0.0,0.0,0.0,0.0
Shreyas Gopal,0.255,0.25,0.25,MI,Bowler,0.2,0,0,sold,97.0,0.0,97.0,IPL only,12.0,60.0,8.0,Middle,spin bowler,Lower,97.0,0.25,0.0,0.25
Dilshan Madushanka,0.393,0.39,0.39,MI,Bowler,4.6,1,1,sold,82.95,0.0,82.95,T20I only,0.0,0.0,,,,,82.95,0.39,0.0,0.39
Gerald Coetzee,0.491,0.49,0.49,MI,Allrounder,5.0,1,1,sold,46.8,0.0,46.8,T20I only,0.0,0.0,,,,,46.8,0.49,0.0,0.49
Romario Shepherd,0.354,0.35,0.35,MI,Allrounder,0.5,1,1,traded,409.15,0.0,409.15,IPL+T20I,42.0,57.0,7.0,Middle,pace bowler,Lower,409.15,0.35,0.0,0.35
Jason Behrendorff,0.472,0.47,0.47,MI,Bowler,0.75,1,1,retained,844.8,0.0,844.8,IPL+T20I,9.0,262.0,10.5,Powerplay+Middle+Death,pace bowler,Tail,844.8,0.47,0.0,0.47
Akash Madhwal,0.681,0.68,0.68,MI,Bowler,0.2,0,0,retained,474.0,0.0,474.0,IPL only,0.0,160.0,,Powerplay+Middle+Death,pace bowler,,474.0,0.68,0.0,0.68
Piyush Chawla,0.626,0.63,0.63,MI,Allrounder,0.5,1,0,retained,1190.0,0.0,1190.0,IPL only,24.0,395.0,9.0,Middle,spin bowler,Tail,1190.0,0.63,0.0,0.63
Kumar Kartikeya,0.342,0.34,0.34,MI,Bowler,0.2,0,0,retained,655.0,0.0,655.0,IPL only,12.0,241.0,9.5,Middle,spin bowler,Tail,655.0,0.34,0.0,0.34
Jasprit Bumrah,0.778,0.78,0.78,MI,Bowler,12.0,1,0,retained,1070.3,0.0,1070.3,IPL+T20I,25.0,674.0,9.0,Powerplay+Middle+Death,pace bowler,Tail,1070.3,0.78,0.0,0.78
Nehal Wadhera,1.009,1.01,1.01,MI,Batter,0.2,0,0,retained,498.0,0.0,498.0,IPL only,166.0,0.0,5.0,,,Middle,498.0,1.01,0.0,1.01
