player,pWAR_final,pWAR,WAR_recent,team,role,salary,capped,overseas,auctionStatus,ipl_balls_wtd,t20i_balls_wtd,balls_eq,source,ipl_balls_faced,ipl_balls_bowled,bat_pos,bowl_phase,bowl_kind,bat_group,balls_recent,pWAR_base,chg,WAR
Xavier Bartlett,0.2,0.06,-0.02,PBKS,Bowler,0.8,1,1,retained,705,928,915.497561,IPL+T20I,21,239,10,Death+Middle+Powerplay,pace bowler,Tail,445,0.09,-0.03,0
Vijay Shankar,0.19,0.2,0.25,,Allrounder,0.3,0,0,unsold,254,0,254,IPL only,163,,4,,,Middle,91,0.18,0.02,0.18
Karn Sharma,0.186,0.19,0.36,,Bowler,0.5,0,0,unsold,341,0,341,IPL only,16,234,9,Middle,spin bowler,Tail,91,0.12,0.07,0.12
Mukesh Choudhary,0.185,0.23,0.43,CSK,Bowler,0.3,0,0,retained,385,0,385,IPL only,,145,,Death+Powerplay,pace bowler,,240,0.14,0.09,0.14
T Natarajan,0.18,-0.27,-0.67,DC,Bowler,10.75,1,0,retained,937,0,937,IPL only,2,524,11,Death+Middle+Powerplay,pace bowler,Tail,411,-0.1,-0.17,-0.1
Harsh Dubey,0.18,-0.33,-0.3,SRH,Allrounder,0.3,0,0,retained,543,0,543,IPL only,9,192,8,Death+Middle+Powerplay,spin bowler,Lower,342,-0.34,0.01,-0.35
Taskin Ahmed,0.175,0.18,0,,Bowler,0.75,1,1,unsold,0,1094,248.1512195,T20I only,,,,,,,,0.26,-0.08,0.17
Manimaran Siddharth,0.17,0.16,0.1,LSG,Bowler,0.75,0,0,retained,411,0,411,IPL only,,189,,Middle+Powerplay,spin bowler,,222,0.18,-0.02,0.18
Sediqullah Atal,0.17,0.18,0.06,,Batter,0.75,1,1,unsold,32,864,227.9804878,T20I only,16,,4,,,Middle,16,0.23,-0.05,0.16
Karun Nair,0.17,0.15,0.09,DC,Batter,0.5,1,0,retained,284,0,284,IPL only,133,,2,,,Opener,151,0.18,-0.03,0.19
Jordan Cox,0.16,0.02,0,RCB,WK-Batter,0.75,1,1,sold,0,120,27.2195122,T20I only,,,,,,,,0.03,-0.01,0.02
Ishant Sharma,0.155,0.1,-0.14,GT,Bowler,0.75,0,0,retained,390,0,390,IPL only,7,273,11,Death+Middle+Powerplay,pace bowler,Tail,110,0.2,-0.1,0.21
Himmat Singh,0.145,0.17,0.3,LSG,Batter,0.3,0,0,retained,207,0,207,IPL only,69,,7,,,Lower,138,0.11,0.06,0.12
Nandre Burger,0.14,0.08,-0.25,RR,Bowler,3.5,1,1,retained,705,325,778.7195122,IPL+T20I,5,298,11,Death+Middle+Powerplay,pace bowler,Tail,402,0.22,-0.14,0.2
Michael Bracewell,0.125,0.13,0,,Allrounder,2,1,1,unsold,0,945,214.3536585,T20I only,,,,,,,,0.19,-0.06,0.12
Vignesh Puthur,0.125,0.13,0.16,RR,Bowler,0.3,0,0,sold,144,0,144,IPL only,,72,,Death+Middle,spin bowler,,72,0.12,0.01,0.12
Rachin Ravindra,0.12,0.3,-0.02,KKR,Allrounder,2,1,1,sold,448,1303,743.5585366,IPL+T20I,287,12,1,Middle,spin bowler,Opener,149,0.43,-0.13,0.31
Tom Banton,0.12,0.13,0,GT,WK-Batter,2,1,1,sold,0,652,147.8926829,T20I only,,,,,,,,0.18,-0.05,0.11
Arshad Khan,0.12,0.09,-0.04,GT,Bowler,1.3,0,0,retained,608,0,608,IPL only,78,250,8,Death+Middle+Powerplay,pace bowler,Lower,280,0.15,-0.06,0.15
Rajvardhan Hangargekar,0.116,0.12,0,,Allrounder,0.3,0,0,unsold,0,0,0,thin (war_final),0,37,,,,,0,0.12,0,0.12
Dilshan Madushanka,0.112,0.11,0.11,SRH,Bowler,4.6,0,0,,72,0,72,thin (war_final),0,24,,,pace bowler,,48,0.11,0,0.11
Quinton de Kock,0.105,0.2,0.41,MI,WK-Batter,1,1,1,sold,663,1023,895.0463415,IPL+T20I,384,,1,,,Opener,279,0.11,0.09,0.01
Dasun Shanaka,0.105,0.13,-0.09,,Allrounder,0.75,1,1,unsold,33,1680,414.0731707,T20I only,11,,8,,,Lower,22,0.23,-0.1,0.08
Kumar Kartikeya,0.105,0.11,0.17,,Bowler,0.3,0,0,unsold,106,0,106,IPL only,5,48,8,Middle,spin bowler,Lower,53,0.09,0.02,0.1
Lockie Ferguson,0.102,0.01,-0.11,PBKS,Bowler,2,1,1,retained,430,610,568.3658537,IPL+T20I,2,263,10.5,Death+Middle+Powerplay,pace bowler,Tail,165,0.06,-0.05,-0.01
Kuldeep Sen,0.1,0.08,0,RR,Bowler,0.75,1,0,sold,73,0,73,thin,,73,,Death+Middle+Powerplay,pace bowler,,,0.11,-0.03,0.12
Sean Abbott,0.1,0.09,0,,Allrounder,2,1,1,unsold,0,570,129.2926829,T20I only,,,,,,,,0.13,-0.04,0.09
Mitchell Owen,0.1,0.02,-0.03,PBKS,Batter,3,1,1,retained,4,320,76.58536585,T20I only,2,,3,,,No3,2,0.04,-0.02,0.02
Gus Atkinson,0.095,0,0,,Allrounder,2,1,1,unsold,0,50,11.34146341,thin,,,,,,,,0,0,0
Prashant Veer,0.09,0.1,0.16,CSK,Allrounder,14.2,0,0,sold,180,0,180,IPL only,48,12,7,Middle+Powerplay,spin bowler,Lower,120,0.07,0.03,0.08
Glenn Phillips,0.08,0.12,-0.05,GT,Allrounder,2,1,1,retained,162,1301,457.104878,IPL+T20I,54,,5,,,Middle,108,0.2,-0.08,0.08
Madhav Tiwari,0.08,0.09,0.13,DC,Allrounder,0.4,0,0,retained,116,0,116,IPL only,12,30,8,Death+Middle,pace bowler,Lower,74,0.07,0.02,0.07
Mujeeb Ur Rahman,0.06,0.08,-0.1,,Bowler,2,1,1,unsold,24,989,248.3341463,T20I only,,12,,Middle+Powerplay,spin bowler,,12,0.15,-0.07,0.04
Brydon Carse,0.052,0.08,0,SRH,Bowler,1,1,1,retained,0,501,113.6414634,T20I only,,,,,,,,0.12,-0.04,0.08
Prithvi Shaw,0.05,0.04,0,DC,Batter,0.75,1,0,sold,121,0,121,IPL only,121,,1,,,Opener,,0.06,-0.02,0.06
Shahbaz Ahmed,0.045,0.09,0.3,LSG,Allrounder,2.4,1,0,retained,699,0,699,IPL only,215,259,6,Middle+Powerplay,spin bowler,Lower,225,0,0.09,0
Blessing Muzarabani,0.045,0.05,0.05,KKR,Bowler,0.3,0,1,,126,0,126,IPL (war_final),0,42,,,pace bowler,,84,0.05,0,0.05
Adam Milne,0.04,0.04,0,RR,Bowler,2.4,1,1,sold,0,290,65.7804878,T20I only,,,,,,,,0.06,-0.02,0.04
Jacob Bethell,0.035,0.04,-0.19,RCB,Allrounder,2.6,1,1,retained,252,1203,524.8756098,IPL+T20I,97,,1,,,Opener,155,0.14,-0.1,0.03
Ben Duckett,0.03,0.03,0,DC,WK-Batter,2,1,1,sold,0,255,57.84146341,T20I only,,,,,,,,0.05,-0.02,0.03
Sanvir Singh,0.028,-0.03,0,,Allrounder,0.3,0,0,unsold,12,0,12,thin,12,,10,,,Tail,,-0.04,0.01,-0.04
Zakary Foulkes,0.025,0.03,0,CSK,Allrounder,0.75,1,1,sold,0,161,36.5195122,T20I only,,,,,,,,0.04,-0.01,0.02
Mahipal Lomror,0.025,0.02,0,,Allrounder,0.5,0,0,unsold,74,0,74,thin,68,6,7,Middle,spin bowler,Lower,,0.03,-0.01,0.03
Anuj Rawat,0.025,0.02,0,GT,WK-Batter,0.3,0,0,retained,77,0,77,thin,77,,6,,,Lower,,0.03,-0.01,0.03
Praveen Dubey,0.025,0.02,0.01,PBKS,Bowler,0.3,0,0,sold,24,0,24,thin,,12,,Middle,spin bowler,,12,0.03,-0.01,0.03
Richard Gleeson,0.02,0.01,-0.03,,Bowler,0.75,1,1,unsold,92,0,92,thin,2,69,11,Death+Middle+Powerplay,pace bowler,Tail,21,0.03,-0.02,0.03
Jhye Richardson,0.015,0.01,0,,Bowler,1.5,1,1,unsold,26,0,26,thin,2,24,9,Death+Middle+Powerplay,pace bowler,Tail,,0.02,-0.01,0.02
Ramakrishna Ghosh,0.015,0.01,0.02,CSK,Allrounder,0.3,0,0,retained,54,0,54,thin,,18,,Middle,pace bowler,,36,0.01,0,0.02
Riley Meredith,0.005,0.01,0,,Bowler,1.5,1,1,unsold,0,24,5.443902439,thin,,,,,,,,0.01,0,0
Jayant Yadav,0,0,0,GT,Allrounder,0.75,1,0,retained,,,,prior,,,,,,,,0,0,
Waqar Salamkheil,0,0,0,,Bowler,1,1,1,unsold,,,189.856,SA20+CPL+MLC,,,,,,,,0,0,
Yash Dhull,0,0,0,,Batter,0.3,0,0,unsold,,,123.849,SMAT,,,,,,,,0,0,
Abhinav Tejrana,0,0,0,,Batter,0.3,0,0,unsold,,,26.766,SMAT,,,,,,,,0,0,
Satvik Deswal,0,0,0,RCB,Allrounder,0.3,0,0,sold,,,,prior,,,,,,,,0,0,
Prashant Solanki,0,0,0,KKR,Bowler,0.3,0,0,sold,,,74.173,SMAT,,,,,,,,0,0,
Srikar Bharat,0,0,0,,WK-Batter,0.75,1,0,unsold,,,112.507,SMAT,,,,,,,,0,0,
Akash Maharaj Singh,0,0,0,LSG,Bowler,0.3,0,0,retained,,,,prior,,,,,,,,0,0,
Pyla Avinash,0,0,0,PBKS,Batter,0.3,0,0,retained,,,22.91,SMAT,,,,,,,,0,0,
Harnoor Singh,0,0,0,PBKS,Batter,0.3,0,0,retained,,,16.785,SMAT,,,,,,,,0,0,
Krains Fuletra,0,0,0,SRH,Allrounder,0.3,0,0,sold,,,,prior,,,,,,,,0,0,
Izaz Sawariya,0,0,0,,Bowler,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Ayush Vartak,0,0,0,,Allrounder,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Jikku Bright,0,0,0,,Bowler,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Karan Lal,0,0,0,,Allrounder,0.3,0,0,unsold,,,88.69,SMAT,,,,,,,,0,0,
Atharva Ankolekar,0,0,0,MI,Allrounder,0.3,0,0,sold,,,43.778,SMAT,,,,,,,,0,0,
Daniel Lategan,0,0,0,,Batter,0.3,0,1,unsold,,,,prior,,,,,,,,0,0,
Utkarsh Singh,0,0,0,,Allrounder,0.3,0,0,unsold,,,28.58,SMAT,,,,,,,,0,0,
Daksh Kamra,0,0,0,KKR,Allrounder,0.3,0,0,sold,,,,prior,,,,,,,,0,0,
Manisankar Murasingh,0,0,0,,Allrounder,0.3,0,0,unsold,,,109.785,SMAT,,,,,,,,0,0,
Shivam Mavi,0,0,0,SRH,Bowler,0.75,1,0,sold,,,,prior,,,,,,,,0,0,
Kamlesh Nagarkoti,0,0,0,,Allrounder,0.3,0,0,unsold,,,76.895,SMAT,,,,,,,,0,0,
Ruchit Ahir,0,0,0,,WK-Batter,0.3,0,0,unsold,,,44.685,SMAT,,,,,,,,0,0,
Salman Nizar,0,0,0,,Batter,0.3,0,0,unsold,,,49.449,SMAT,,,,,,,,0,0,
Aman Rao,0,0,0,RR,Batter,0.3,0,0,sold,,,32.437,SMAT,,,,,,,,0,0,
Sarthak Ranjan,0,0,0,KKR,Allrounder,0.3,0,0,sold,,,,prior,,,,,,,,0,0,
Siddarth Yadav,0,0,0,,Allrounder,0.3,0,0,unsold,,,25.405,SMAT,,,,,,,,0,0,
Macneil Noronha,0,0,0,,Allrounder,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Vishal Nishad,0,0,0,PBKS,Bowler,0.3,0,0,sold,,,,prior,,,,,,,,0,0,
Money Grewal,0,0,0,,Bowler,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Murugan Ashwin,0,0,0,,Bowler,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Mayank Rawat,0,0,0,MI,Allrounder,0.3,0,0,sold,,,18.6,SMAT,,,,,,,,0,0,
Manan Vohra,0,0,0,,Batter,0.3,0,0,unsold,,,88.463,SMAT,,,,,,,,0,0,
Kanishk Chouhan,0,0,0,RCB,Allrounder,0.3,0,0,sold,,,,prior,,,,,,,,0,0,
Vihaan Malhotra,0,0,0,RCB,Bowler,0.3,0,0,sold,,,,prior,,,,,,,,0,0,
RS Ambrish,0,0,0,,Allrounder,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Will Sutherland,0,0,0,,Allrounder,1,1,1,unsold,,,,prior,,,,,,,,0,0,
Prithvi Raj Yarra,0,0,0,GT,Bowler,0.3,0,0,sold,,,46.273,SMAT,,,,,,,,0,0,
Vicky Ostwal,0,0,0,RCB,Allrounder,0.3,0,0,sold,,,36.746,SMAT,,,,,,,,0,0,
Swastik Chikara,0,0,0,,Batter,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Chama V Milind,0,0,0,,Bowler,0.3,0,0,unsold,,,115.91,SMAT,,,,,,,,0,0,
Ritik Tada,0,0,0,,Allrounder,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Aman Khan,0,0,0,CSK,Allrounder,0.4,0,0,sold,,,34.251,SMAT,,,,,,,,0,0,
Chintal Gandhi,0,0,0,,Bowler,0.3,0,0,unsold,,,26.766,SMAT,,,,,,,,0,0,
Irfan Umair,0,0,0,,Bowler,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Tejasvi Dahiya,0,0,0,KKR,WK-Batter,3,0,0,sold,,,15.198,SMAT,,,,,,,,0,0,
Connor Esterhuizen,0,0,0,,WK-Batter,0.3,0,1,unsold,,,76.668,SA20,,,,,,,,0,0,
Tanay Thyagarajan,0,0,0,,Allrounder,0.3,0,0,unsold,,,118.405,SMAT,,,,,,,,0,0,
Ravi Singh,0,0,0,RR,WK-Batter,0.95,0,0,sold,,,28.58,SMAT,,,,,,,,0,0,
Ajay Jadav Mandal,0,0,0,DC,Allrounder,0.3,0,0,retained,,,109.105,SMAT,,,,,,,,0,0,
Tripurana Vijay,0,0,0,DC,Bowler,0.3,0,0,retained,,,42.19,SMAT,,,,,,,,0,0,
Arjun Tendulkar,0,0,0,LSG,Allrounder,0.3,0,0,traded,14,0,14,thin,,14,,Powerplay,pace bowler,,,0,0,0
Matthew Breetzke,0,0,0,LSG,WK-Batter,0.75,1,1,retained,24,132,53.94146341,T20I only,12,,2,,,Opener,12,0,0,0
Atharva Taide,0,-0.01,-0.04,,Batter,0.3,0,0,unsold,58,0,58,thin,48,1,1,Death,spin bowler,Opener,9,0.01,-0.02,0.01
Shreyas Gopal,0,0,0,CSK,Bowler,0.3,0,0,retained,42,0,42,thin,,42,,Middle,spin bowler,,,0,0,0
Jack Edwards,0,0,0,SRH,Allrounder,3,0,1,sold,0,54,12.24878049,thin,,,,,,,,0,0,0
Gurnoor Brar,0,0,0,GT,Bowler,1.3,0,0,retained,,,31.529,SMAT,,,,,,,,0,0,
Shivam Shukla,0,0,0,,Bowler,0.3,0,0,unsold,,,87.329,SMAT,,,,,,,,0,0,
Wahidullah Zadran,0,0,0,,Bowler,0.3,0,1,unsold,,,,prior,,,,,,,,0,0,
Sushant Mishra,0,0,0,RR,Bowler,0.9,0,0,sold,,,79.39,SMAT,,,,,,,,0,0,
Naman Tiwari,0,0,0,LSG,Bowler,1,0,0,sold,,,24.951,SMAT,,,,,,,,0,0,
Raj Limbani,0,0,0,,Bowler,0.3,0,0,unsold,,,34.251,SMAT,,,,,,,,0,0,
Tushar Raheja,0,0,0,,WK-Batter,0.3,0,0,unsold,,,20.868,SMAT,,,,,,,,0,0,
Vansh Bedi,0,0,0,,WK-Batter,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Eden Apple Tom,0,0,0,,Allrounder,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Aarya Desai,0,0,0,,Batter,0.3,0,0,unsold,,,107.063,SMAT,,,,,,,,0,0,
KM Asif,0,0,0,,Bowler,0.4,0,0,unsold,,,27.9,SMAT,,,,,,,,0,0,
Mohammed Salahuddin Izhar,0,0,0,MI,Bowler,0.3,0,0,sold,,,26.766,SMAT,,,,,,,,0,0,
Onkar Tukaram Tarmale,0,0,0,SRH,Bowler,0.3,0,0,sold,,,,prior,,,,,,,,0,0,
Tejas Baroka,0,0,0,,Bowler,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
KC Cariappa,0,0,0,,Bowler,0.3,0,0,unsold,,,88.01,SMAT,,,,,,,,0,0,
Mohit Rathee,0,0,0,,Bowler,0.3,0,0,unsold,,,32.663,SMAT,,,,,,,,0,0,
Dan Lawrence,0,0,0,,Allrounder,2,1,1,unsold,,,139.954,SA20+Hundred,,,,,,,,0,0,
Mangesh Yadav,0,0,0,RCB,Allrounder,5.2,0,0,sold,,,,prior,,,,,,,,0,0,
Nathan Smith,0,0,0,,Allrounder,0.75,1,1,unsold,,,,prior,,,,,,,,0,0,
Amit Kumar,0,0,0,SRH,Bowler,0.3,0,0,sold,,,,prior,,,,,,,,0,0,
Dheeraj Kumar,0,0,0,,Batter,0.3,0,0,unsold,,,,prior,,,,,,,,0,0,
Akshat Raghuwanshi,-0.005,-0.02,-0.08,LSG,Batter,2.2,0,0,sold,75,0,75,thin,25,,6,,,Lower,50,0.01,-0.03,0.01
Liam Livingstone,-0.01,-0.02,-0.17,SRH,Allrounder,13,1,1,sold,501,515,617.8170732,IPL+T20I,187,126,5,Middle,spin bowler,Middle,188,0.04,-0.06,0
Gerald Coetzee,-0.015,-0.01,-0.05,,Bowler,2,1,1,unsold,390,311,460.5439024,IPL+T20I,33,274,9,Death+Middle+Powerplay,pace bowler,Tail,83,0.01,-0.02,-0.02
Anmolpreet Singh,-0.015,-0.01,0,,Batter,0.3,0,0,unsold,6,0,6,thin,6,,3,,,No3,,-0.02,0.01,-0.02
MS Dhoni,-0.015,0.39,0.3,CSK,WK-Batter,4,0,0,retained,363,0,363,IPL only,218,,8,,,Lower,145,0.43,-0.04,0.44
Luke Wood,-0.04,-0.01,0,GT,Bowler,0.75,1,1,sold,40,395,129.597561,T20I only,3,37,10,Death+Middle+Powerplay,pace bowler,Tail,,-0.02,0.01,-0.07
Vishnu Vinod,-0.045,-0.05,0,PBKS,WK-Batter,0.95,0,0,retained,0,0,0,thin (war_final),0,0,6,,,Middle,0,-0.05,0,-0.05
Umran Malik,-0.05,-0.04,0,KKR,Bowler,0.75,1,0,retained,6,0,6,thin,,6,,Middle,pace bowler,,,-0.06,0.02,-0.06
Alzarri Joseph,-0.055,-0.02,0,,Bowler,2,1,1,unsold,58,732,224.0390244,T20I only,,58,,Death+Middle+Powerplay,pace bowler,,,-0.03,0.01,-0.09
Wanindu Hasaranga,-0.075,-0.06,-0.31,LSG,Allrounder,2,1,1,sold,522,1633,892.4121951,IPL+T20I,15,246,6,Middle,spin bowler,Lower,261,0.05,-0.11,-0.09
Ramandeep Singh,-0.08,-0.09,-0.17,KKR,Allrounder,4,1,0,retained,388,26,393.897561,IPL only,165,20,8,Death+Middle,pace bowler,Lower,203,-0.06,-0.03,-0.07
Gurjapneet Singh,-0.09,-0.08,-0.05,CSK,Bowler,2.2,0,0,retained,327,0,327,IPL only,,109,,Death+Middle,pace bowler,,218,-0.1,0.02,-0.1
Wiaan Mulder,-0.11,-0.1,-0.08,,Allrounder,1,1,1,unsold,34,101,56.9097561,T20I only,11,6,9,Death,pace bowler,Tail,17,-0.11,0.01,-0.12
Tanush Kotian,-0.125,-0.1,0,,Allrounder,0.3,0,0,unsold,31,0,31,thin,31,,2,,,Opener,,-0.15,0.05,-0.15
Mayank Dagar,-0.125,-0.1,0,,Allrounder,0.3,0,0,unsold,72,0,72,thin,1,71,9,Middle,spin bowler,Tail,,-0.14,0.04,-0.15
Tim Seifert,-0.125,-0.12,-0.5,KKR,WK-Batter,1.5,1,1,sold,54,1497,393.5634146,T20I only,18,,1,,,Opener,36,0.04,-0.16,-0.13
Navdeep Saini,-0.128,-0.13,-0.13,KKR,Bowler,2.6,0,0,,54,0,54,thin (war_final),0,18,,,pace bowler,,36,-0.13,0,-0.13
Rahul Tripathi,-0.15,-0.18,-0.34,KKR,Batter,0.75,1,0,sold,229,0,229,IPL only,172,,3,,,No3,57,-0.11,-0.07,-0.12
Kwena Maphaka,-0.15,-0.12,-0.15,RR,Bowler,1.5,1,1,retained,100,741,268.0804878,IPL+T20I,2,66,9,Death+Middle+Powerplay,pace bowler,Tail,32,-0.1,-0.02,-0.18
Ravichandran Smaran,-0.153,-0.15,-0.15,SRH,Batter,0.3,0,0,retained,57,0,57,thin (war_final),19,0,4.5,,,Middle,38,-0.15,0,-0.15
Chetan Sakariya,-0.155,-0.15,-0.14,,Bowler,0.75,1,0,unsold,36,0,36,thin,,18,,Middle+Powerplay,pace bowler,,18,-0.16,0.01,-0.16
Raj Bawa,-0.168,-0.17,-0.17,MI,Allrounder,0.3,0,0,retained,107,0,107,IPL (war_final),18,19,7,,pace bowler,Lower,70,-0.17,0,-0.17
Dushmantha Chameera,-0.175,-0.13,-0.19,DC,Bowler,0.75,1,1,retained,297,1303,592.5585366,IPL+T20I,17,133,9,Death+Middle+Powerplay,pace bowler,Tail,147,-0.1,-0.03,-0.22
Ben Dwarshuis,-0.205,-0.2,-0.33,PBKS,Allrounder,4.4,1,1,sold,72,765,245.5243902,T20I only,,24,,Death+Middle,pace bowler,,48,-0.15,-0.05,-0.21
Yudhvir Singh,-0.225,-0.22,-0.05,RR,Bowler,0.35,0,0,retained,172,0,172,IPL (war_final),14,91,9,Middle+Powerplay,pace bowler,Lower,67,-0.22,0,-0.22
David Payne,-0.232,-0.23,-0.23,SRH,Bowler,0.3,0,0,,105,0,105,IPL (war_final),5,30,10,,pace bowler,Lower,70,-0.23,0,-0.23
Robin Minz,-0.235,-0.23,-0.23,MI,WK-Batter,0.65,0,0,retained,42,0,42,thin,19,,6,,,Lower,23,-0.23,0,-0.24
Kumar Kushagra,-0.26,-0.25,-0.24,GT,WK-Batter,0.65,0,0,retained,49,0,49,thin,21,,2,,,Opener,28,-0.26,0.01,-0.27
Ashok Sharma,-0.265,-0.28,-0.36,GT,Bowler,0.9,0,0,sold,393,0,393,IPL only,4,127,10,Death+Middle+Powerplay,pace bowler,Tail,262,-0.25,-0.03,-0.25
Kyle Jamieson,-0.29,-0.3,-0.5,DC,Bowler,2,1,1,sold,355,735,521.7195122,IPL+T20I,18,132,9,Death+Middle+Powerplay,pace bowler,Tail,205,-0.21,-0.09,-0.28
Sahil Parakh,-0.295,-0.3,-0.36,DC,Batter,0.3,0,0,sold,24,0,24,thin,8,,3,,,No3,16,-0.28,-0.02,-0.29
George Linde,-0.295,-0.3,-0.3,LSG,Allrounder,0.3,0,0,,174,0,174,IPL (war_final),21,37,8,Middle,spin bowler,Lower,116,-0.3,0,-0.3
Arshin Kulkarni,-0.31,-0.28,-0.17,LSG,Allrounder,0.3,0,0,retained,80,0,80,thin,32,,2,,,Opener,48,-0.33,0.05,-0.34
Spencer Johnson,-0.32,-0.3,-0.24,,Bowler,1.5,1,1,unsold,247,116,273.3121951,IPL+T20I,11,164,10,Death+Middle+Powerplay,pace bowler,Tail,72,-0.32,0.02,-0.34
Harshal Patel,-0.32,-0.25,0.05,SRH,Bowler,8,1,0,retained,1102,0,1102,IPL only,54,621,9,Death+Middle+Powerplay,pace bowler,Tail,427,-0.38,0.13,-0.39
Manav Suthar,-0.33,-0.32,-0.26,GT,Allrounder,0.3,0,0,retained,122,0,122,IPL only,2,48,9,Death+Middle+Powerplay,spin bowler,Tail,72,-0.34,0.02,-0.34
Yash Thakur,-0.335,-0.3,-0.16,PBKS,Bowler,1.6,0,0,retained,369,0,369,IPL only,,279,,Death+Middle+Powerplay,pace bowler,,90,-0.36,0.06,-0.37
Krish Bhagat,-0.341,-0.34,-0.34,MI,Allrounder,0.3,0,0,,171,0,171,IPL (war_final),21,36,8.5,,pace bowler,Lower,114,-0.34,0,-0.34
Matthew Short,-0.345,-0.32,-0.31,CSK,Allrounder,1.5,1,1,sold,168,499,281.1878049,IPL+T20I,37,19,4,Powerplay,spin bowler,Middle,112,-0.32,0,-0.37
Akash Madhwal,-0.35,-0.32,-0.17,,Bowler,0.3,0,0,unsold,314,0,314,IPL only,14,201,9,Death+Middle+Powerplay,pace bowler,Tail,99,-0.38,0.06,-0.38
Zeeshan Ansari,-0.35,-0.32,-0.2,SRH,Bowler,0.4,0,0,retained,408,0,408,IPL only,,204,,Middle,spin bowler,,204,-0.37,0.05,-0.38
Musheer Khan,-0.365,-0.38,-0.46,PBKS,Allrounder,0.3,0,0,retained,30,0,30,thin,3,12,8,Middle,spin bowler,Lower,15,-0.34,-0.04,-0.35
Abhinav Manohar,-0.365,-0.3,-0.03,,Batter,0.3,0,0,unsold,138,0,138,IPL only,77,,7,,,Lower,61,-0.42,0.12,-0.43
Fazalhaq Farooqi,-0.37,-0.34,-0.36,,Bowler,1,1,1,unsold,208,738,375.4,IPL+T20I,2,102,11,Death+Middle+Powerplay,pace bowler,Tail,104,-0.33,-0.01,-0.4
Rahul Chahar,-0.39,-0.36,-0.23,CSK,Bowler,5.2,1,0,sold,286,0,286,IPL only,15,217,10,Death+Middle,spin bowler,Tail,54,-0.41,0.05,-0.42
Deepak Hooda,-0.39,-0.38,-0.37,,Allrounder,0.75,1,0,unsold,217,0,217,IPL only,146,24,4,Middle,spin bowler,Middle,47,-0.39,0.01,-0.4
Matt Henry,-0.395,-0.37,-0.55,CSK,Bowler,2,1,1,sold,282,1239,563.0414634,IPL+T20I,10,132,10,Middle+Powerplay,pace bowler,Tail,140,-0.29,-0.08,-0.42
Danish Malewar,-0.435,-0.45,-0.53,MI,Batter,0.3,0,0,sold,15,0,15,thin,5,,2,,,Opener,10,-0.41,-0.04,-0.42
Simarjeet Singh,-0.46,-0.48,-0.6,,Bowler,0.3,0,0,unsold,208,0,208,IPL only,7,133,11,Death+Middle+Powerplay,pace bowler,Tail,68,-0.43,-0.05,-0.44
Auqib Nabi,-0.483,-0.48,-0.48,DC,Allrounder,8.4,0,0,sold,219,0,219,IPL (war_final),4,69,8.5,Powerplay,pace bowler,Lower,146,-0.48,0,-0.48
Mayank Yadav,-0.55,-1.16,-1.34,LSG,Bowler,11,0,0,retained,329,75,346.0121951,IPL only,5,170,9,Middle+Powerplay,pace bowler,Tail,154,-1.08,-0.08,-1.12
Akash Deep,-0.55,-0.52,-0.39,KKR,Bowler,1,1,0,sold,255,0,255,IPL only,4,135,9.5,Death+Middle+Powerplay,pace bowler,Tail,116,-0.57,0.05,-0.58
Rasikh Salam,0.565,-0.61,-0.32,RCB,Bowler,6,0,0,retained,687,0,687,IPL (war_final),32,327,9,Death+Middle+Powerplay,pace bowler,Lower,328,-0.61,0,-0.61
Sai Kishore,0.028,-0.62,-0.54,GT,Bowler,2,0,0,retained,644,0,644,IPL (war_final),16,351,10,Death+Middle,spin bowler,Lower,277,-0.62,0,-0.62
Shardul Thakur,-0.64,-0.59,-0.41,MI,Allrounder,2,1,0,traded,953,0,953,IPL only,48,482,8,Death+Middle+Powerplay,pace bowler,Lower,423,-0.67,0.08,-0.69
Abhinandan Singh,-0.65,-0.65,-0.67,RCB,Bowler,0.3,0,0,retained,174,0,174,IPL only,,58,,Death+Middle+Powerplay,pace bowler,,116,-0.64,-0.01,-0.65
Anrich Nortje,-0.66,-0.59,-0.42,LSG,Bowler,2,1,1,sold,300,561,427.2512195,IPL+T20I,9,199,10,Death+Middle+Powerplay,pace bowler,Tail,92,-0.66,0.07,-0.73
Avesh Khan,-0.675,-0.66,-0.66,LSG,Bowler,9.75,1,0,retained,1389,137,1420.07561,IPL+T20I,23,762,9,Death+Middle+Powerplay,pace bowler,Tail,604,-0.66,0,-0.69
Ravi Bishnoi,-0.68,-1.05,-1.01,RR,Bowler,7.2,1,0,sold,1224,781,1401.153659,IPL+T20I,25,641,8,Middle,spin bowler,Lower,558,-1.07,0.02,-1.17
