player,pWAR_final,pWAR,WAR_recent,team,role,salary,capped,overseas,auctionStatus,ipl_balls_wtd,t20i_balls_wtd,balls_eq,source,ipl_balls_faced,ipl_balls_bowled,bat_pos,bowl_phase,bowl_kind,bat_group,balls_recent,pWAR_base,chg,WAR
Jason Holder,2.935,3,2.95,GT,Allrounder,7,1,1,sold,534,2243,1042.778049,IPL+T20I,44,134,6,Middle,pace bowler,Lower,356,3.02,-0.02,2.87
Mitchell Marsh,2.855,2.94,3.21,LSG,Allrounder,3.4,1,1,retained,1602,1089,1849.017073,IPL+T20I,671,48,1,Death+Middle+Powerplay,pace bowler,Opener,883,2.82,0.12,2.77
Naman Dhir,2.835,2.93,3.51,MI,Batter,5.25,0,0,retained,1037,0,1037,IPL only,419,52,4,Death+Middle,spin bowler,Middle,566,2.68,0.25,2.74
Pat Cummins,2.65,2.58,2.36,SRH,Allrounder,18,1,1,retained,1589,195,1633.231707,IPL+T20I,170,786,8,Death+Middle+Powerplay,pace bowler,Lower,633,2.67,-0.09,2.72
Krunal Pandya,2.64,2.66,2.91,RCB,Allrounder,5.75,1,0,retained,1921,0,1921,IPL only,285,678,7,Middle,spin bowler,Lower,958,2.55,0.11,2.62
Sam Curran,2.08,0.04,-0.16,RR,Allrounder,2.4,1,1,traded,778,1566,1133.214634,IPL+T20I,303,319,4,Death+Middle+Powerplay,pace bowler,Middle,156,0.12,-0.08,-0.02
Anshul Kamboj,2.52,2.59,3.07,CSK,Bowler,3.4,1,0,retained,1164,0,1164,IPL only,44,434,9,Death+Middle+Powerplay,pace bowler,Tail,686,2.38,0.21,2.45
Tim David,2.33,2.33,2.27,RCB,Batter,3,1,1,retained,726,599,861.8707317,IPL+T20I,371,6,6,Middle,spin bowler,Lower,349,2.35,-0.02,2.33
Phil Salt,2.246,2.25,1.64,RCB,WK-Batter,11.5,1,1,retained,1057,0,1057,IPL (war_final),588,0,1,,,Opener,469,2.25,0,2.25
Josh Inglis,2.21,1.71,1.56,LSG,WK-Batter,8.6,1,1,sold,456,615,595.5,IPL+T20I,209,,3,,,No3,247,1.77,-0.06,1.76
Ravindra Jadeja,2.18,2.99,3.33,RR,Allrounder,14,1,0,traded,2266,106,2290.043902,IPL+T20I,551,668,5,Middle,spin bowler,Middle,1047,2.85,0.14,2.92
Shashank Singh,2.12,2.06,1.93,PBKS,Allrounder,5.5,0,0,retained,911,0,911,IPL only,483,48,6,Death+Middle,mixture/unknown,Lower,380,2.12,-0.06,2.18
Yashasvi Jaiswal,2.08,1.98,2.25,RR,Batter,18,1,0,retained,1567,170,1605.560976,IPL+T20I,823,,1,,,Opener,744,1.86,0.12,1.88
