team,player,role,sal,os,origin,bat_rate,bowl_rate,ipl_bf,ipl_bb,src,bat_rate_v,bowl_rate_v,bat_source,reliability_score
PBKS,Shreyas Iyer,Batter,26.75,0.0,squad_2026,0.2205228215347335,0.0530082846589715,823.0,0.0,IPL,,,,
PBKS,Suryansh Shedge,Allrounder,0.3,0.0,squad_2026,0.1756755161185675,-0.063753142951272,67.0,19.0,IPL_thin,,,,
PBKS,Vijaykumar Vyshak,Bowler,1.8,0.0,squad_2026,0.0714083597935912,-0.1593751576113856,16.0,504.0,IPL,,,,
PBKS,Vishal Nishad,Bowler,0.3,0.0,squad_2026,-0.253939941610228,0.156542315570694,,,Role Prior,-0.253939941610228,0.156542315570694,Role Prior,
PBKS,Vishnu Vinod,WK-Batter,0.95,0.0,squad_2026,0.1058637668538095,0.0530082846589715,31.0,0.0,IPL_thin,,,,
PBKS,Yuzvendra Chahal,Bowler,18.0,0.0,squad_2026,0.1216510655589099,-0.0094918195803018,0.0,1119.0,IPL,,,,
RCB,Bhuvneshwar Kumar,Bowler,10.75,0.0,squad_2026,-0.0553231514832282,0.2512518839199051,127.0,1220.0,IPL,,,,
RCB,Devdutt Padikkal,Batter,2.0,0.0,squad_2026,0.1699269365248647,0.0530082846589715,603.0,0.0,IPL,,,,
RCB,Jacob Bethell,Allrounder,2.6,1.0,squad_2026,0.0280525076741105,0.0530082846589715,97.0,0.0,IPL_thin,,,,
RCB,Jacob Duffy,Bowler,2.0,1.0,squad_2026,0.1216510655589099,0.0809180859741427,0.0,73.0,IPL_thin,-0.253939941610228,0.0717666638997977,Role Prior,0.7
RCB,Jitesh Sharma,WK-Batter,11.0,0.0,squad_2026,0.130072260072464,0.0530082846589715,559.0,0.0,IPL,,,,
RCB,Jordan Cox,WK-Batter,0.75,1.0,squad_2026,0.1426335763063044,,,,T20I,0.1426335763063044,,T20I,0.36
RCB,Josh Hazlewood,Bowler,12.5,1.0,squad_2026,0.1007886287690577,0.1751141313152009,4.0,509.0,IPL,,,,
RCB,Kanishk Chouhan,Allrounder,0.3,0.0,squad_2026,0.1212247809667457,0.0697944128253414,,,Role Prior,0.1212247809667457,0.0697944128253414,Role Prior,
RCB,Krunal Pandya,Allrounder,5.75,0.0,squad_2026,0.0652569733494073,0.096318056785157,450.0,930.0,IPL,,,,
RCB,Mangesh Yadav,Allrounder,5.2,0.0,squad_2026,0.1212247809667457,0.0764157776261503,,,Role Prior,0.1212247809667457,0.0764157776261503,Role Prior,0.25
RCB,Nuwan Thushara,Bowler,1.6,1.0,squad_2026,0.1216510655589099,0.1710661335404335,0.0,183.0,IPL,,,,
RCB,Phil Salt,WK-Batter,11.5,1.0,squad_2026,0.2501528262039617,0.0530082846589715,721.0,0.0,Role Prior,,,,
RCB,Rajat Patidar,Batter,11.0,0.0,squad_2026,0.3153811765854082,0.0530082846589715,607.0,0.0,IPL,,,,
