player,bf,v_bat,rate_bat,bb,v_bowl,rate_bowl,balls,VORP,rate,WAR_cum,wballs,WAR,target,t_years,is_mega
Martin Guptill,106.0,62.86448672715968,0.5930611955392423,0.0,0.0,0.0,106.0,62.86448672715968,0.5930611955392423,0.7619937785110265,106.0,2.1565861655972447,2021,1,False
Jos Buttler,1444.0,769.9472345091206,0.5332044560312469,0.0,0.0,0.0,1444.0,769.9472345091206,0.5332044560312469,9.332693751625703,1444.0,1.9389252946590796,2021,1,False
Nicholas Pooran,838.0,444.6305620560187,0.5305853962482323,0.0,0.0,0.0,838.0,444.6305620560187,0.5305853962482323,5.3894613582547715,838.0,1.9294014409026632,2021,1,False
Mayank Agarwal,1375.0,715.6970147153899,0.5205069197930108,0.0,0.0,0.0,1375.0,715.6970147153899,0.5205069197930108,8.675115329883514,1375.0,1.8927524356109484,2021,1,False
Sanju Samson,1488.0,736.8982634568358,0.49522732759195953,0.0,0.0,0.0,1488.0,736.8982634568358,0.49522732759195953,8.932100163113162,1488.0,1.800826645788944,2021,1,False
Siddhesh Lad,26.0,12.409729766790658,0.47729729872271764,0.0,0.0,0.0,26.0,12.409729766790658,0.47729729872271764,0.1504209668701898,26.0,1.7356265408098823,2021,1,False
Prithvi Shaw,1189.0,541.1132827929545,0.4550994809024007,0.0,0.0,0.0,1189.0,541.1132827929545,0.4550994809024007,6.558948882338842,1189.0,1.6549072032814571,2021,1,False
Jasprit Bumrah,22.0,1.4530380951445672,0.06604718614293487,2157.0,979.3426436954202,0.45402996926074185,2179.0,980.7956817905648,0.45011274978915317,11.8884325065523,2179.0,1.6367736355969207,2021,1,False
Prashant Chopra,6.0,2.633872418154208,0.43897873635903467,0.0,0.0,0.0,6.0,2.633872418154208,0.43897873635903467,0.03192572628065707,6.0,1.5962863140328534,2021,1,False
AB de Villiers,1707.0,744.7458282738535,0.4362892960010858,0.0,0.0,0.0,1707.0,744.7458282738535,0.4362892960010858,9.027222160895194,1707.0,1.5865065309130393,2021,1,False
Billy Stanlake,2.0,1.6909853287501322,0.8454926643750661,96.0,40.54816232032193,0.4223766908366868,98.0,42.23914764907206,0.4310117107048169,0.5119896684736007,98.0,1.5673153116538798,2021,1,False
Shikhar Dhawan,2412.0,1038.1613253419998,0.43041514317661683,0.0,0.0,0.0,2412.0,1038.1613253419998,0.43041514317661683,12.583773640509088,2412.0,1.5651459751876977,2021,1,False
Jonny Bairstow,1382.0,577.1548384158316,0.41762289320971896,0.0,0.0,0.0,1382.0,577.1548384158316,0.41762289320971896,6.995816223222201,1382.0,1.5186287025807963,2021,1,False
David Warner,2183.0,913.6893615611604,0.4185475774444161,3.0,-3.3874541442949124,-1.1291513814316374,2186.0,910.3019074168654,0.4164235624047875,11.033962514143823,2186.0,1.5142674996537728,2021,1,False
Wriddhiman Saha,667.0,274.3831664511512,0.4113690651441548,0.0,0.0,0.0,667.0,274.3831664511512,0.4113690651441548,3.3258565630442574,667.0,1.4958875096151083,2021,1,False
Mohammad Nabi,188.0,61.582390564210364,0.3275659072564381,452.0,200.9623807729834,0.44460703710837035,640.0,262.54477133719377,0.41022620521436526,3.182360864693258,640.0,1.4917316553249647,2021,1,False
Ishan Kishan,1446.0,586.7330103812114,0.4057628010935072,0.0,0.0,0.0,1446.0,586.7330103812114,0.4057628010935072,7.111915277348017,1446.0,1.4755010948854808,2021,1,False
Jofra Archer,290.0,94.13498361885645,0.3246033917891602,1763.0,725.9244649604809,0.41175522686357396,2053.0,820.0594485793374,0.39944444645851795,9.940114528234393,2053.0,1.452525259849156,2021,1,False
Alex Hales,118.0,46.125298133797514,0.3908923570660806,0.0,0.0,0.0,118.0,46.125298133797514,0.3908923570660806,0.5590945228339093,118.0,1.421426752967566,2021,1,False
KL Rahul,2847.0,1111.6010912326888,0.39044646688889667,0.0,0.0,0.0,2847.0,1111.6010912326888,0.39044646688889667,13.473952621002288,2847.0,1.4198053341414425,2021,1,False
Ishant Sharma,6.0,20.156023093426093,3.3593371822376823,606.0,217.9269192198617,0.35961537825059686,612.0,238.0829423132878,0.3890244155445879,2.88585384622167,612.0,1.414634238343956,2021,1,False
Suryakumar Yadav,2025.0,772.6869551367529,0.3815738050058039,0.0,0.0,0.0,2025.0,772.6869551367529,0.3815738050058039,9.365902486506096,2025.0,1.3875411091120142,2021,1,False
Chris Lynn,957.0,362.03743066883675,0.37830452525479286,0.0,0.0,0.0,957.0,362.03743066883675,0.37830452525479286,4.388332492955597,957.0,1.3756528191083377,2021,1,False
Quinton de Kock,2032.0,722.9611278891612,0.3557879566383667,0.0,0.0,0.0,2032.0,722.9611278891612,0.3557879566383667,8.763165186535288,2032.0,1.293774387775879,2021,1,False
Shane Watson,1724.0,648.3662265605429,0.3760824980049553,168.0,4.053135266580885,0.024125805158219552,1892.0,652.4193618271238,0.3448305295069365,7.908113476692409,1892.0,1.2539291982070417,2021,1,False
Jason Behrendorff,0.0,0.0,0.0,228.0,77.86936046553213,0.34153228274356195,228.0,77.86936046553213,0.34153228274356195,0.943871035945844,228.0,1.2419355736129525,2021,1,False
Hardik Pandya,1086.0,534.5518339809856,0.4922208416031175,769.0,90.39383186048579,0.11754724559230922,1855.0,624.9456658414714,0.33689793306817867,7.575098979896623,1855.0,1.2250833929751952,2021,1,False
Chris Gayle,1520.0,496.46137175225056,0.3266193235212175,15.0,8.821705999036025,0.5881137332690684,1535.0,505.28307775128656,0.32917464348618014,6.124643366682261,1535.0,1.1969987035861096,2021,1,False
Nathan Coulter-Nile,45.0,13.223387719114804,0.29385306042477344,468.0,155.2433976986675,0.33171666174928954,513.0,168.46678541778232,0.3283952932120513,2.0420216414276644,513.0,1.1941647025892774,2021,1,False
Kane Williamson,1487.0,512.3370002285329,0.3445440485733241,36.0,-34.91226960689404,-0.9697852668581679,1523.0,477.4247306216389,0.31347651386844316,5.786966431777441,1523.0,1.139914595885248,2021,1,False
Rishabh Pant,1897.0,594.0313687150192,0.3131425243621609,0.0,0.0,0.0,1897.0,594.0313687150192,0.3131425243621609,7.200380226848718,1897.0,1.138700088589676,2021,1,False
Lungi Ngidi,0.0,0.0,0.0,450.0,137.94600265229283,0.3065466725606507,450.0,137.94600265229283,0.3065466725606507,1.6720727594217313,450.0,1.1147151729478209,2021,1,False
Faf du Plessis,1728.0,527.614817242539,0.30533264886721007,0.0,0.0,0.0,1728.0,527.614817242539,0.30533264886721007,6.395331118091381,1728.0,1.1103005413353093,2021,1,False
Kieron Pollard,876.0,385.62101210500396,0.4402066348230639,378.0,-6.491298944831634,-0.01717274853130062,1254.0,379.12971316017234,0.3023362943861023,4.595511674668756,1254.0,1.099404706858554,2021,1,False
Brendon McCullum,88.0,26.578028554287094,0.30202305175326244,0.0,0.0,0.0,88.0,26.578028554287094,0.30202305175326244,0.3221579218701466,88.0,1.0982656427391362,2021,1,False
Jayant Yadav,0.0,0.0,0.0,212.0,63.91990379583581,0.3015089801690368,212.0,63.91990379583581,0.3015089801690368,0.7747867126767977,212.0,1.0963962915237702,2021,1,False
Harry Gurney,10.0,-4.821692085431818,-0.4821692085431818,326.0,105.60930619298313,0.3239549269723409,336.0,100.7876141075513,0.29996313722485507,1.2216680497885006,336.0,1.0907750444540183,2021,1,False
Rohit Sharma,1625.0,487.2678557761929,0.2998571420161187,0.0,0.0,0.0,1625.0,487.2678557761929,0.2998571420161187,5.906277039711429,1625.0,1.0903896073313408,2021,1,False
Virat Kohli,2189.0,656.1353179288086,0.29974203651384584,0.0,0.0,0.0,2189.0,656.1353179288086,0.29974203651384584,7.953155368834044,2189.0,1.0899710418685304,2021,1,False
Andre Russell,912.0,525.6499709789275,0.5763705822137363,920.0,14.857284364567676,0.016149222135399648,1832.0,540.5072553434952,0.29503671143203886,6.551603095072669,1832.0,1.0728607688437777,2021,1,False
Rashid Khan,167.0,-18.691804777359188,-0.11192697471472568,2280.0,729.3434677893633,0.3198874858725278,2447.0,710.6516630120042,0.2904175165557843,8.613959551660656,2447.0,1.0560636965664882,2021,1,False
Ruturaj Gaikwad,507.0,145.2697478120468,0.2865281021933862,0.0,0.0,0.0,507.0,145.2697478120468,0.2865281021933862,1.7608454280248098,507.0,1.0419203716123133,2021,1,False
Manish Pandey,1771.0,478.4311687830822,0.27014746966859526,0.0,0.0,0.0,1771.0,478.4311687830822,0.27014746966859526,5.799165682219178,1771.0,0.9823544351585283,2021,1,False
Parthiv Patel,645.0,173.60308078027913,0.26915206322523894,0.0,0.0,0.0,645.0,173.60308078027913,0.26915206322523894,2.1042797670336864,645.0,0.9787347753645053,2021,1,False
Shreyas Iyer,2345.0,581.1201712355137,0.24781243975928088,0.0,0.0,0.0,2345.0,581.1201712355137,0.24781243975928088,7.043880863460772,2345.0,0.9011361445792032,2021,1,False
Stuart Binny,119.0,39.988658540474646,0.3360391473989466,97.0,12.085367434077963,0.12459141684616457,216.0,52.07402597455261,0.24108345358589173,0.6312003148430619,216.0,0.8766671039486972,2021,1,False
Washington Sundar,329.0,19.280484583531603,0.05860329660647904,1131.0,328.0522482203882,0.29005503821431317,1460.0,347.33273280391984,0.23789913205747934,4.210093730956604,1460.0,0.8650877529362886,2021,1,False
Dinesh Karthik,1085.0,257.0816760784011,0.2369416369386185,0.0,0.0,0.0,1085.0,257.0816760784011,0.2369416369386185,3.1161415282230434,1085.0,0.8616059525040672,2021,1,False
Chris Morris,163.0,12.398185635957912,0.07606248856415897,1060.0,276.6713791158883,0.261010735014989,1223.0,289.06956475184626,0.2363610504921065,3.503873512143591,1223.0,0.8594947290622055,2021,1,False
Josh Hazlewood,0.0,0.0,0.0,180.0,41.55987388602823,0.2308881882557124,180.0,41.55987388602823,0.2308881882557124,0.5037560471033725,180.0,0.8395934118389541,2021,1,False
Kulwant Khejroliya,0.0,0.0,0.0,125.0,28.488828680136145,0.22791062944108917,125.0,28.488828680136145,0.22791062944108917,0.34531913551680177,125.0,0.8287659252403242,2021,1,False
MS Dhoni,1436.0,323.8443509880793,0.22551835027025022,0.0,0.0,0.0,1436.0,323.8443509880793,0.22551835027025022,3.92538607258278,1436.0,0.8200667282554553,2021,1,False
Nitish Rana,1464.0,359.9066121841539,0.24583784985256416,169.0,5.6990438672625885,0.033722153060725374,1633.0,365.60565605141653,0.22388588858016933,4.43158370971414,1633.0,0.8141305039278885,2021,1,False
Ajinkya Rahane,1206.0,266.8780260971044,0.2212918956029058,0.0,0.0,0.0,1206.0,266.8780260971044,0.2212918956029058,3.2348851648133867,1206.0,0.8046978021923847,2021,1,False
Shimron Hetmyer,521.0,114.37132511303608,0.21952269695400398,0.0,0.0,0.0,521.0,114.37132511303608,0.21952269695400398,1.3863190922792252,521.0,0.7982643525600145,2021,1,False
Jason Holder,159.0,50.69202517792952,0.3188177684146511,504.0,89.28753516924218,0.1771578078754805,663.0,139.97956034717168,0.21113055859301913,1.696721943602081,663.0,0.7677474857927968,2021,1,False
